evento,date,weekday,celebrazione,id_liturgia
3° Domenica di Quaresima,2039-03-13,Sunday,III domenica di Quaresima,C16-B
Domenica Laetare,2039-03-20,Sunday,IV domenica di Quaresima,C17-B
5° Domenica di Quaresima,2039-03-27,Sunday,V domenica di Quaresima,C18-B
Domenica delle Palme,2039-04-03,Sunday,Domenica delle Palme: Passione del Signore,C19-B
Giovedì Santo (Messa del Crisma),2039-04-07,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B
Giovedì Santo (In Cena Domini),2039-04-07,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B
Venerdì Santo (Passione del Signore),2039-04-08,Friday,Venerdì Santo «Passione del Signore»,C22-B
Pasqua - Risurrezione del Signore,2039-04-10,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2039-04-17,Sunday,II domenica di Pasqua,C25-B
3° Domenica di Pasqua (Misericordias Domini),2039-04-24,Sunday,III domenica di Pasqua,C26-B
4° Domenica di Pasqua (Jubilate),2039-05-01,Sunday,IV domenica di Pasqua,C27-B
5° Domenica di Pasqua (Cantate),2039-05-08,Sunday,V domenica di Pasqua,C28-B
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2039-05-15,Sunday,VI domenica di Pasqua,C29-B
Ascensione di Gesù,2039-05-22,Sunday,Ascensione del Signore,C30-B
Pentecoste,2039-05-29,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B
Solennità della Santissima Trinità,2039-06-05,Sunday,Solennità della SS Trinità,C34-B
Santissimo Corpo e Sangue di Cristo,2039-06-12,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B
Santissimo Cuore di Gesù,2039-06-17,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B
2° D.T.O.,2039-01-16,Sunday,II domenica del Tempo Ordinario,C37-B
3° D.T.O.,2039-01-23,Sunday,III domenica del Tempo Ordinario,C38-B
4° D.T.O.,2039-01-30,Sunday,IV domenica del Tempo Ordinario,C39-B
5° D.T.O.,2039-02-06,Sunday,V domenica del Tempo Ordinario,C40-B
6° D.T.O.,2039-02-13,Sunday,VI domenica del Tempo Ordinario,C41-B
7° D.T.O.,2039-02-20,Sunday,VII domenica del Tempo Ordinario,C42-B
12° D.T.O.,2039-06-19,Sunday,XII domenica del Tempo Ordinario,C47-B
13° D.T.O.,2039-06-26,Sunday,XIII domenica del Tempo Ordinario,C48-B
14° D.T.O.,2039-07-03,Sunday,XIV domenica del Tempo Ordinario,C49-B
15° D.T.O.,2039-07-10,Sunday,XV domenica del Tempo Ordinario,C50-B
16° D.T.O.,2039-07-17,Sunday,XVI domenica del Tempo Ordinario,C51-B
17° D.T.O.,2039-07-24,Sunday,XVII domenica del Tempo Ordinario,C52-B
18° D.T.O.,2039-07-31,Sunday,XVIII domenica del Tempo Ordinario,C53-B
19° D.T.O.,2039-08-07,Sunday,XIX domenica del Tempo Ordinario,C54-B
20° D.T.O.,2039-08-14,Sunday,XX domenica del Tempo Ordinario,C55-B
21° D.T.O.,2039-08-21,Sunday,XXI domenica del Tempo Ordinario,C56-B
22° D.T.O.,2039-08-28,Sunday,XXII domenica del Tempo Ordinario,C57-B
23° D.T.O.,2039-09-04,Sunday,XXIII domenica del Tempo Ordinario,C58-B
24° D.T.O.,2039-09-11,Sunday,XXIV domenica del Tempo Ordinario,C59-B
25° D.T.O.,2039-09-18,Sunday,XXV domenica del Tempo Ordinario,C60-B
26° D.T.O.,2039-09-25,Sunday,XXVI domenica del Tempo Ordinario,C61-B
27° D.T.O.,2039-10-02,Sunday,XXVII domenica del Tempo Ordinario,C62-B
28° D.T.O.,2039-10-09,Sunday,XXVIII domenica del Tempo Ordinario,C63-B
29° D.T.O.,2039-10-16,Sunday,XXIX domenica del Tempo Ordinario,C64-B
30° D.T.O.,2039-10-23,Sunday,XXX domenica del Tempo Ordinario,C65-B
31° D.T.O.,2039-10-30,Sunday,XXXI domenica del Tempo Ordinario,C66-B
32° D.T.O.,2039-11-06,Sunday,XXXII domenica del Tempo Ordinario,C67-B
33° D.T.O.,2039-11-13,Sunday,XXXIII domenica del Tempo Ordinario,C68-B
34° D.T.O. - Solennità di Cristo Re,2039-11-20,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B
Presentazione del Signore (Candelora),2039-02-02,Wednesday,2 febbraio: Presentazione del Signore,C70-B
Natività di San Giovanni Battista,2039-06-24,Friday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B
Santi Pietro e Paolo Apostoli,2039-06-29,Wednesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B
Trasfigurazione del Signore,2039-08-06,Saturday,6 agosto: Trasfigurazione del Signore,C75-B
Assunzione della Beata Vergine Maria,2039-08-15,Monday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B
Esaltazione della Santa Croce,2039-09-14,Wednesday,14 settembre: Esaltazione della Santa Croce,C78-B
Solennità di tutti i Santi,2039-11-01,Tuesday,1 novembre: Tutti i Santi,C79-B
Commemorazione dei defunti,2039-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B
Commemorazione dei defunti,2039-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B
Commemorazione dei defunti,2039-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B
Dedicazione Basilica Lateranense,2039-11-09,Wednesday,9 novembre: Dedicazione della Basilica lateranense,C83-B
Immacolata Concezione,2039-12-08,Thursday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B
1° Domenica di Avvento,2040-12-02,Sunday,I domenica di Avvento,C1-C
2° Domenica di Avvento,2040-12-09,Sunday,II domenica di Avvento,C2-C
3° Domenica di Avvento - Gaudete,2040-12-16,Sunday,III domenica di Avvento,C3-C
4° Domenica di Avvento,2040-12-23,Sunday,IV domenica di Avvento,C4-C
Natale del Signore,2040-12-25,Tuesday,Natale del Signore – Messa del giorno,C8-C
Festa della Sacra Famiglia,2040-12-30,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C
Maria Santissima Madre di Dio,2040-01-01,Sunday,Solennità di Maria SS Madre di Dio,C10-C
Epifania del Signore,2040-01-06,Friday,Epifania del Signore,C12-C
Battesimo del Signore,2040-01-08,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2040-02-19,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2040-02-26,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2040-03-04,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2040-03-11,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2040-03-18,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2040-03-25,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2040-03-29,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2040-03-29,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2040-03-30,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2040-04-01,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2040-04-08,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2040-04-15,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2040-04-22,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2040-04-29,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2040-05-06,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2040-05-13,Sunday,Ascensione del Signore,C30-C
Pentecoste,2040-05-20,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2040-05-27,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2040-06-03,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2040-06-08,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2040-01-15,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2040-01-22,Sunday,III domenica del Tempo Ordinario,C38-C
4° D.T.O.,2040-01-29,Sunday,IV domenica del Tempo Ordinario,C39-C
5° D.T.O.,2040-02-05,Sunday,V domenica del Tempo Ordinario,C40-C
6° D.T.O.,2040-02-12,Sunday,VI domenica del Tempo Ordinario,C41-C
10° D.T.O.,2040-06-10,Sunday,X domenica del Tempo Ordinario,C45-C
11° D.T.O.,2040-06-17,Sunday,XI domenica del Tempo Ordinario,C46-C
13° D.T.O.,2040-07-01,Sunday,XIII domenica del Tempo Ordinario,C48-C
14° D.T.O.,2040-07-08,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2040-07-15,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2040-07-22,Sunday,XVI domenica del Tempo Ordinario,C51-C
17° D.T.O.,2040-07-29,Sunday,XVII domenica del Tempo Ordinario,C52-C
18° D.T.O.,2040-08-05,Sunday,XVIII domenica del Tempo Ordinario,C53-C
19° D.T.O.,2040-08-12,Sunday,XIX domenica del Tempo Ordinario,C54-C
20° D.T.O.,2040-08-19,Sunday,XX domenica del Tempo Ordinario,C55-C
21° D.T.O.,2040-08-26,Sunday,XXI domenica del Tempo Ordinario,C56-C
22° D.T.O.,2040-09-02,Sunday,XXII domenica del Tempo Ordinario,C57-C
23° D.T.O.,2040-09-09,Sunday,XXIII domenica del Tempo Ordinario,C58-C
24° D.T.O.,2040-09-16,Sunday,XXIV domenica del Tempo Ordinario,C59-C
25° D.T.O.,2040-09-23,Sunday,XXV domenica del Tempo Ordinario,C60-C
26° D.T.O.,2040-09-30,Sunday,XXVI domenica del Tempo Ordinario,C61-C
27° D.T.O.,2040-10-07,Sunday,XXVII domenica del Tempo Ordinario,C62-C
28° D.T.O.,2040-10-14,Sunday,XXVIII domenica del Tempo Ordinario,C63-C
29° D.T.O.,2040-10-21,Sunday,XXIX domenica del Tempo Ordinario,C64-C
30° D.T.O.,2040-10-28,Sunday,XXX domenica del Tempo Ordinario,C65-C
31° D.T.O.,2040-11-04,Sunday,XXXI domenica del Tempo Ordinario,C66-C
32° D.T.O.,2040-11-11,Sunday,XXXII domenica del Tempo Ordinario,C67-C
33° D.T.O.,2040-11-18,Sunday,XXXIII domenica del Tempo Ordinario,C68-C
34° D.T.O. - Solennità di Cristo Re,2040-11-25,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C
Presentazione del Signore (Candelora),2040-02-02,Thursday,2 febbraio: Presentazione del Signore,C70-C
Natività di San Giovanni Battista,2040-06-24,Sunday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C
Santi Pietro e Paolo Apostoli,2040-06-29,Friday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C
Trasfigurazione del Signore,2040-08-06,Monday,6 agosto: Trasfigurazione del Signore,C75-C
Assunzione della Beata Vergine Maria,2040-08-15,Wednesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2040-09-14,Friday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2040-11-01,Thursday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2040-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2040-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2040-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2040-11-09,Friday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2040-12-08,Saturday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2041-12-01,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2041-12-08,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2041-12-15,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2041-12-22,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2041-12-25,Wednesday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2041-12-29,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2041-01-01,Tuesday,Solennità di Maria SS Madre di Dio,C10-A
Epifania del Signore,2041-01-06,Sunday,Epifania del Signore,C12-A
Battesimo del Signore,2041-01-13,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2041-03-10,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2041-03-17,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2041-03-24,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2041-03-31,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2041-04-07,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2041-04-14,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2041-04-18,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2041-04-18,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2041-04-19,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2041-04-21,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2041-04-28,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2041-05-05,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2041-05-12,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2041-05-19,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2041-05-26,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2041-06-02,Sunday,Ascensione del Signore,C30-A
Pentecoste,2041-06-09,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2041-06-16,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2041-06-23,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2041-06-28,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2041-01-20,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2041-01-27,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2041-02-03,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2041-02-10,Sunday,V domenica del Tempo Ordinario,C40-A
6° D.T.O.,2041-02-17,Sunday,VI domenica del Tempo Ordinario,C41-A
7° D.T.O.,2041-02-24,Sunday,VII domenica del Tempo Ordinario,C42-A
8° D.T.O.,2041-03-03,Sunday,VIII domenica del Tempo Ordinario,C43-A
13° D.T.O.,2041-06-30,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2041-07-07,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2041-07-14,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2041-07-21,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2041-07-28,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2041-08-04,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2041-08-11,Sunday,XIX domenica del Tempo Ordinario,C54-A
20° D.T.O.,2041-08-18,Sunday,XX domenica del Tempo Ordinario,C55-A
21° D.T.O.,2041-08-25,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2041-09-01,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2041-09-08,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2041-09-15,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2041-09-22,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2041-09-29,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2041-10-06,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2041-10-13,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2041-10-20,Sunday,XXIX domenica del Tempo Ordinario,C64-A
30° D.T.O.,2041-10-27,Sunday,XXX domenica del Tempo Ordinario,C65-A
31° D.T.O.,2041-11-03,Sunday,XXXI domenica del Tempo Ordinario,C66-A
32° D.T.O.,2041-11-10,Sunday,XXXII domenica del Tempo Ordinario,C67-A
33° D.T.O.,2041-11-17,Sunday,XXXIII domenica del Tempo Ordinario,C68-A
34° D.T.O. - Solennità di Cristo Re,2041-11-24,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A
Presentazione del Signore (Candelora),2041-02-02,Saturday,2 febbraio: Presentazione del Signore,C70-A
Natività di San Giovanni Battista,2041-06-24,Monday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A
Santi Pietro e Paolo Apostoli,2041-06-29,Saturday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A
Trasfigurazione del Signore,2041-08-06,Tuesday,6 agosto: Trasfigurazione del Signore,C75-A
Assunzione della Beata Vergine Maria,2041-08-15,Thursday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A
Esaltazione della Santa Croce,2041-09-14,Saturday,14 settembre: Esaltazione della Santa Croce,C78-A
Solennità di tutti i Santi,2041-11-01,Friday,1 novembre: Tutti i Santi,C79-A
Commemorazione dei defunti,2041-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A
Commemorazione dei defunti,2041-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A
Commemorazione dei defunti,2041-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A
Dedicazione Basilica Lateranense,2041-11-09,Saturday,9 novembre: Dedicazione della Basilica lateranense,C83-A
Immacolata Concezione,2041-12-08,Sunday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A
1° Domenica di Avvento,2042-11-30,Sunday,I domenica di Avvento,C1-B
2° Domenica di Avvento,2042-12-07,Sunday,II domenica di Avvento,C2-B
3° Domenica di Avvento - Gaudete,2042-12-14,Sunday,III domenica di Avvento,C3-B
4° Domenica di Avvento,2042-12-21,Sunday,IV domenica di Avvento,C4-B
Natale del Signore,2042-12-25,Thursday,Natale del Signore – Messa del giorno,C8-B
Festa della Sacra Famiglia,2042-12-28,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B
Maria Santissima Madre di Dio,2042-01-01,Wednesday,Solennità di Maria SS Madre di Dio,C10-B
Epifania del Signore,2042-01-06,Monday,Epifania del Signore,C12-B
Battesimo del Signore,2042-01-12,Sunday,Battesimo del Signore,C13-B
1° Domenica di Quaresima,2042-02-23,Sunday,I domenica di Quaresima,C14-B
2° Domenica di Quaresima,2042-03-02,Sunday,II domenica di Quaresima,C15-B
3° Domenica di Quaresima,2042-03-09,Sunday,III domenica di Quaresima,C16-B
Domenica Laetare,2042-03-16,Sunday,IV domenica di Quaresima,C17-B
5° Domenica di Quaresima,2042-03-23,Sunday,V domenica di Quaresima,C18-B
Domenica delle Palme,2042-03-30,Sunday,Domenica delle Palme: Passione del Signore,C19-B
Giovedì Santo (Messa del Crisma),2042-04-03,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B
Giovedì Santo (In Cena Domini),2042-04-03,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B
Venerdì Santo (Passione del Signore),2042-04-04,Friday,Venerdì Santo «Passione del Signore»,C22-B
Pasqua - Risurrezione del Signore,2042-04-06,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2042-04-13,Sunday,II domenica di Pasqua,C25-B
3° Domenica di Pasqua (Misericordias Domini),2042-04-20,Sunday,III domenica di Pasqua,C26-B
4° Domenica di Pasqua (Jubilate),2042-04-27,Sunday,IV domenica di Pasqua,C27-B
5° Domenica di Pasqua (Cantate),2042-05-04,Sunday,V domenica di Pasqua,C28-B
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2042-05-11,Sunday,VI domenica di Pasqua,C29-B
Ascensione di Gesù,2042-05-18,Sunday,Ascensione del Signore,C30-B
Pentecoste,2042-05-25,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B
Solennità della Santissima Trinità,2042-06-01,Sunday,Solennità della SS Trinità,C34-B
Santissimo Corpo e Sangue di Cristo,2042-06-08,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B
Santissimo Cuore di Gesù,2042-06-13,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B
2° D.T.O.,2042-01-19,Sunday,II domenica del Tempo Ordinario,C37-B
3° D.T.O.,2042-01-26,Sunday,III domenica del Tempo Ordinario,C38-B
5° D.T.O.,2042-02-09,Sunday,V domenica del Tempo Ordinario,C40-B
6° D.T.O.,2042-02-16,Sunday,VI domenica del Tempo Ordinario,C41-B
11° D.T.O.,2042-06-15,Sunday,XI domenica del Tempo Ordinario,C46-B
12° D.T.O.,2042-06-22,Sunday,XII domenica del Tempo Ordinario,C47-B
14° D.T.O.,2042-07-06,Sunday,XIV domenica del Tempo Ordinario,C49-B
15° D.T.O.,2042-07-13,Sunday,XV domenica del Tempo Ordinario,C50-B
16° D.T.O.,2042-07-20,Sunday,XVI domenica del Tempo Ordinario,C51-B
17° D.T.O.,2042-07-27,Sunday,XVII domenica del Tempo Ordinario,C52-B
18° D.T.O.,2042-08-03,Sunday,XVIII domenica del Tempo Ordinario,C53-B
