anno,evento,date,weekday,celebrazione,id_celebrazione,ciclo_domenicale,id_liturgia
2044,4° Domenica di Pasqua (Jubilate),2044-05-08,Sunday,IV domenica di Pasqua,C27,A,C27-A
2044,5° Domenica di Pasqua (Cantate),2044-05-15,Sunday,V domenica di Pasqua,C28,A,C28-A
2044,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2044-05-22,Sunday,VI domenica di Pasqua,C29,A,C29-A
2044,Ascensione di Gesù,2044-05-29,Sunday,Ascensione del Signore,C30,A,C30-A
2044,Pentecoste,2044-06-05,Sunday,Domenica di Pentecoste – Messa del giorno,C33,A,C33-A
2044,Solennità della Santissima Trinità,2044-06-12,Sunday,Solennità della SS Trinità,C34,A,C34-A
2044,Santissimo Corpo e Sangue di Cristo,2044-06-19,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,A,C35-A
2044,Santissimo Cuore di Gesù,2044-06-24,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,A,C36-A
2044,2° D.T.O.,2044-01-17,Sunday,II domenica del Tempo Ordinario,C37,A,C37-A
2044,3° D.T.O.,2044-01-24,Sunday,III domenica del Tempo Ordinario,C38,A,C38-A
2044,4° D.T.O.,2044-01-31,Sunday,IV domenica del Tempo Ordinario,C39,A,C39-A
2044,5° D.T.O.,2044-02-07,Sunday,V domenica del Tempo Ordinario,C40,A,C40-A
2044,6° D.T.O.,2044-02-14,Sunday,VI domenica del Tempo Ordinario,C41,A,C41-A
2044,7° D.T.O.,2044-02-21,Sunday,VII domenica del Tempo Ordinario,C42,A,C42-A
2044,8° D.T.O.,2044-02-28,Sunday,VIII domenica del Tempo Ordinario,C43,A,C43-A
2044,13° D.T.O.,2044-06-26,Sunday,XIII domenica del Tempo Ordinario,C48,A,C48-A
2044,14° D.T.O.,2044-07-03,Sunday,XIV domenica del Tempo Ordinario,C49,A,C49-A
2044,15° D.T.O.,2044-07-10,Sunday,XV domenica del Tempo Ordinario,C50,A,C50-A
2044,16° D.T.O.,2044-07-17,Sunday,XVI domenica del Tempo Ordinario,C51,A,C51-A
2044,17° D.T.O.,2044-07-24,Sunday,XVII domenica del Tempo Ordinario,C52,A,C52-A
2044,18° D.T.O.,2044-07-31,Sunday,XVIII domenica del Tempo Ordinario,C53,A,C53-A
2044,19° D.T.O.,2044-08-07,Sunday,XIX domenica del Tempo Ordinario,C54,A,C54-A
2044,20° D.T.O.,2044-08-14,Sunday,XX domenica del Tempo Ordinario,C55,A,C55-A
2044,21° D.T.O.,2044-08-21,Sunday,XXI domenica del Tempo Ordinario,C56,A,C56-A
2044,22° D.T.O.,2044-08-28,Sunday,XXII domenica del Tempo Ordinario,C57,A,C57-A
2044,23° D.T.O.,2044-09-04,Sunday,XXIII domenica del Tempo Ordinario,C58,A,C58-A
2044,24° D.T.O.,2044-09-11,Sunday,XXIV domenica del Tempo Ordinario,C59,A,C59-A
2044,25° D.T.O.,2044-09-18,Sunday,XXV domenica del Tempo Ordinario,C60,A,C60-A
2044,26° D.T.O.,2044-09-25,Sunday,XXVI domenica del Tempo Ordinario,C61,A,C61-A
2044,27° D.T.O.,2044-10-02,Sunday,XXVII domenica del Tempo Ordinario,C62,A,C62-A
2044,28° D.T.O.,2044-10-09,Sunday,XXVIII domenica del Tempo Ordinario,C63,A,C63-A
2044,29° D.T.O.,2044-10-16,Sunday,XXIX domenica del Tempo Ordinario,C64,A,C64-A
2044,30° D.T.O.,2044-10-23,Sunday,XXX domenica del Tempo Ordinario,C65,A,C65-A
2044,31° D.T.O.,2044-10-30,Sunday,XXXI domenica del Tempo Ordinario,C66,A,C66-A
2044,32° D.T.O.,2044-11-06,Sunday,XXXII domenica del Tempo Ordinario,C67,A,C67-A
2044,33° D.T.O.,2044-11-13,Sunday,XXXIII domenica del Tempo Ordinario,C68,A,C68-A
2044,34° D.T.O. - Solennità di Cristo Re,2044-11-20,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,A,C69-A
2044,Presentazione del Signore (Candelora),2044-02-02,Tuesday,2 febbraio: Presentazione del Signore,C70,A,C70-A
2044,Natività di San Giovanni Battista,2044-06-24,Friday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,A,C72-A
2044,Santi Pietro e Paolo Apostoli,2044-06-29,Wednesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,A,C74-A
2044,Trasfigurazione del Signore,2044-08-06,Saturday,6 agosto: Trasfigurazione del Signore,C75,A,C75-A
2044,Assunzione della Beata Vergine Maria,2044-08-15,Monday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,A,C77-A
2044,Esaltazione della Santa Croce,2044-09-14,Wednesday,14 settembre: Esaltazione della Santa Croce,C78,A,C78-A
2044,Solennità di tutti i Santi,2044-11-01,Tuesday,1 novembre: Tutti i Santi,C79,A,C79-A
2044,Commemorazione dei defunti,2044-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,A,C80-A
2044,Commemorazione dei defunti,2044-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,A,C81-A
2044,Commemorazione dei defunti,2044-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,A,C82-A
2044,Dedicazione Basilica Lateranense,2044-11-09,Wednesday,9 novembre: Dedicazione della Basilica lateranense,C83,A,C83-A
2044,Immacolata Concezione,2044-12-08,Thursday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,A,C84-A
2044,Giornata mondiale della pace,2044-01-01,Friday,,,A,-A
2044,Santissimo nome di Gesù,2044-01-03,Sunday,,,A,-A
2044,Conversione di San Paolo apostolo,2044-01-25,Monday,,,A,-A
2044,Madonna di Lourdes,2044-02-11,Thursday,,,A,-A
2044,Cattedra di San Pietro Apostolo,2044-02-22,Monday,,,A,-A
2044,Mercoledì delle ceneri,2044-03-02,Wednesday,,,A,-A
2044,Solennità di San Giuseppe,2044-03-19,Saturday,,,A,-A
2044,Festa dell'Annunciazione,2044-03-25,Friday,,,A,-A
2044,Lunedì della settimana Santa,2044-04-11,Monday,,,A,-A
2044,Martedì della settimana Santa,2044-04-12,Tuesday,,,A,-A
2044,Mercoledì della settimana Santa,2044-04-13,Wednesday,,,A,-A
2044,Inizio Novena alla Divina Misericordia,2044-04-15,Friday,,,A,-A
2044,Sabato Santo,2044-04-16,Saturday,,,A,-A
2044,Lunedì dell'Angelo,2044-04-18,Monday,,,A,-A
2044,San Giuseppe Lavoratore,2044-05-01,Sunday,,,A,-A
2044,Visitazione della Beata Vergine Maria,2044-05-31,Tuesday,,,A,-A
2044,Inizio Novena di Pentecoste,2044-05-27,Friday,,,A,-A
2044,Beata Vergine Maria del Monte Carmelo,2044-07-16,Saturday,,,A,-A
2044,San Giacomo,2044-07-25,Monday,,,A,-A
2044,Natività della Beata Vergine Maria,2044-09-08,Thursday,,,A,-A
2044,Santissimo nome di Maria,2044-09-12,Monday,,,A,-A
2044,Madonna del Rosario,2044-10-07,Friday,,,A,-A
2044,Inizio Novena dei morti,2044-10-24,Monday,,,A,-A
2044,Presentazione della Beata Vergine Maria,2044-11-21,Monday,,,A,-A
2044,Santa Cecilia patrona musica,2044-11-22,Tuesday,,,A,-A
2044,Inizio Novena all'immacolata,2044-11-29,Tuesday,,,A,-A
2044,Madonna di Loreto,2044-12-10,Saturday,,,A,-A
2044,Santa Lucia,2044-12-13,Tuesday,,,A,-A
2044,Inizio Novena di Natale,2044-12-16,Friday,,,A,-A
2044,Santo Stefano,2044-12-26,Monday,,,A,-A
2044,Messa di Ringraziamento,2044-12-31,Saturday,,,A,-A
2045,1° Domenica di Avvento,2045-12-03,Sunday,I domenica di Avvento,C1,B,C1-B
2045,2° Domenica di Avvento,2045-12-10,Sunday,II domenica di Avvento,C2,B,C2-B
2045,3° Domenica di Avvento - Gaudete,2045-12-17,Sunday,III domenica di Avvento,C3,B,C3-B
2045,4° Domenica di Avvento,2045-12-24,Sunday,IV domenica di Avvento,C4,B,C4-B
2045,Natale del Signore,2045-12-25,Monday,Natale del Signore – Messa del giorno,C8,B,C8-B
2045,Festa della Sacra Famiglia,2045-12-31,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,B,C9-B
2045,Maria Santissima Madre di Dio,2045-01-01,Sunday,Solennità di Maria SS Madre di Dio,C10,B,C10-B
2045,Epifania del Signore,2045-01-06,Friday,Epifania del Signore,C12,B,C12-B
2045,Battesimo del Signore,2045-01-08,Sunday,Battesimo del Signore,C13,B,C13-B
2045,1° Domenica di Quaresima,2045-02-26,Sunday,I domenica di Quaresima,C14,B,C14-B
2045,2° Domenica di Quaresima,2045-03-05,Sunday,II domenica di Quaresima,C15,B,C15-B
2045,3° Domenica di Quaresima,2045-03-12,Sunday,III domenica di Quaresima,C16,B,C16-B
2045,Domenica Laetare,2045-03-19,Sunday,IV domenica di Quaresima,C17,B,C17-B
2045,5° Domenica di Quaresima,2045-03-26,Sunday,V domenica di Quaresima,C18,B,C18-B
2045,Domenica delle Palme,2045-04-02,Sunday,Domenica delle Palme: Passione del Signore,C19,B,C19-B
2045,Giovedì Santo (Messa del Crisma),2045-04-06,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,B,C20-B
2045,Giovedì Santo (In Cena Domini),2045-04-06,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,B,C21-B
2045,Venerdì Santo (Passione del Signore),2045-04-07,Friday,Venerdì Santo «Passione del Signore»,C22,B,C22-B
2045,Pasqua - Risurrezione del Signore,2045-04-09,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,B,C24-B
2045,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2045-04-16,Sunday,II domenica di Pasqua,C25,B,C25-B
2045,3° Domenica di Pasqua (Misericordias Domini),2045-04-23,Sunday,III domenica di Pasqua,C26,B,C26-B
2045,4° Domenica di Pasqua (Jubilate),2045-04-30,Sunday,IV domenica di Pasqua,C27,B,C27-B
2045,5° Domenica di Pasqua (Cantate),2045-05-07,Sunday,V domenica di Pasqua,C28,B,C28-B
2045,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2045-05-14,Sunday,VI domenica di Pasqua,C29,B,C29-B
2045,Ascensione di Gesù,2045-05-21,Sunday,Ascensione del Signore,C30,B,C30-B
2045,Pentecoste,2045-05-28,Sunday,Domenica di Pentecoste – Messa del giorno,C33,B,C33-B
2045,Solennità della Santissima Trinità,2045-06-04,Sunday,Solennità della SS Trinità,C34,B,C34-B
2045,Santissimo Corpo e Sangue di Cristo,2045-06-11,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,B,C35-B
2045,Santissimo Cuore di Gesù,2045-06-16,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,B,C36-B
2045,2° D.T.O.,2045-01-15,Sunday,II domenica del Tempo Ordinario,C37,B,C37-B
2045,3° D.T.O.,2045-01-22,Sunday,III domenica del Tempo Ordinario,C38,B,C38-B
2045,4° D.T.O.,2045-01-29,Sunday,IV domenica del Tempo Ordinario,C39,B,C39-B
2045,5° D.T.O.,2045-02-05,Sunday,V domenica del Tempo Ordinario,C40,B,C40-B
2045,6° D.T.O.,2045-02-12,Sunday,VI domenica del Tempo Ordinario,C41,B,C41-B
2045,7° D.T.O.,2045-02-19,Sunday,VII domenica del Tempo Ordinario,C42,B,C42-B
2045,11° D.T.O.,2045-06-18,Sunday,XI domenica del Tempo Ordinario,C46,B,C46-B
2045,12° D.T.O.,2045-06-25,Sunday,XII domenica del Tempo Ordinario,C47,B,C47-B
2045,13° D.T.O.,2045-07-02,Sunday,XIII domenica del Tempo Ordinario,C48,B,C48-B
2045,14° D.T.O.,2045-07-09,Sunday,XIV domenica del Tempo Ordinario,C49,B,C49-B
2045,15° D.T.O.,2045-07-16,Sunday,XV domenica del Tempo Ordinario,C50,B,C50-B
2045,16° D.T.O.,2045-07-23,Sunday,XVI domenica del Tempo Ordinario,C51,B,C51-B
2045,17° D.T.O.,2045-07-30,Sunday,XVII domenica del Tempo Ordinario,C52,B,C52-B
2045,19° D.T.O.,2045-08-13,Sunday,XIX domenica del Tempo Ordinario,C54,B,C54-B
2045,20° D.T.O.,2045-08-20,Sunday,XX domenica del Tempo Ordinario,C55,B,C55-B
2045,21° D.T.O.,2045-08-27,Sunday,XXI domenica del Tempo Ordinario,C56,B,C56-B
2045,22° D.T.O.,2045-09-03,Sunday,XXII domenica del Tempo Ordinario,C57,B,C57-B
2045,23° D.T.O.,2045-09-10,Sunday,XXIII domenica del Tempo Ordinario,C58,B,C58-B
2045,24° D.T.O.,2045-09-17,Sunday,XXIV domenica del Tempo Ordinario,C59,B,C59-B
2045,25° D.T.O.,2045-09-24,Sunday,XXV domenica del Tempo Ordinario,C60,B,C60-B
2045,26° D.T.O.,2045-10-01,Sunday,XXVI domenica del Tempo Ordinario,C61,B,C61-B
2045,27° D.T.O.,2045-10-08,Sunday,XXVII domenica del Tempo Ordinario,C62,B,C62-B
2045,28° D.T.O.,2045-10-15,Sunday,XXVIII domenica del Tempo Ordinario,C63,B,C63-B
2045,29° D.T.O.,2045-10-22,Sunday,XXIX domenica del Tempo Ordinario,C64,B,C64-B
2045,30° D.T.O.,2045-10-29,Sunday,XXX domenica del Tempo Ordinario,C65,B,C65-B
2045,31° D.T.O.,2045-11-05,Sunday,XXXI domenica del Tempo Ordinario,C66,B,C66-B
2045,32° D.T.O.,2045-11-12,Sunday,XXXII domenica del Tempo Ordinario,C67,B,C67-B
2045,33° D.T.O.,2045-11-19,Sunday,XXXIII domenica del Tempo Ordinario,C68,B,C68-B
2045,34° D.T.O. - Solennità di Cristo Re,2045-11-26,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,B,C69-B
2045,Presentazione del Signore (Candelora),2045-02-02,Thursday,2 febbraio: Presentazione del Signore,C70,B,C70-B
2045,Natività di San Giovanni Battista,2045-06-24,Saturday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,B,C72-B
2045,Santi Pietro e Paolo Apostoli,2045-06-29,Thursday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,B,C74-B
2045,Trasfigurazione del Signore,2045-08-06,Sunday,6 agosto: Trasfigurazione del Signore,C75,B,C75-B
2045,Assunzione della Beata Vergine Maria,2045-08-15,Tuesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,B,C77-B
2045,Esaltazione della Santa Croce,2045-09-14,Thursday,14 settembre: Esaltazione della Santa Croce,C78,B,C78-B
2045,Solennità di tutti i Santi,2045-11-01,Wednesday,1 novembre: Tutti i Santi,C79,B,C79-B
2045,Commemorazione dei defunti,2045-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,B,C80-B
2045,Commemorazione dei defunti,2045-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,B,C81-B
2045,Commemorazione dei defunti,2045-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,B,C82-B
2045,Dedicazione Basilica Lateranense,2045-11-09,Thursday,9 novembre: Dedicazione della Basilica lateranense,C83,B,C83-B
2045,Immacolata Concezione,2045-12-08,Friday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,B,C84-B
2045,Giornata mondiale della pace,2045-01-01,Sunday,,,B,-B
2045,Santissimo nome di Gesù,2045-01-03,Tuesday,,,B,-B
2045,Conversione di San Paolo apostolo,2045-01-25,Wednesday,,,B,-B
2045,Madonna di Lourdes,2045-02-11,Saturday,,,B,-B
2045,Cattedra di San Pietro Apostolo,2045-02-22,Wednesday,,,B,-B
2045,Mercoledì delle ceneri,2045-02-22,Wednesday,,,B,-B
2045,Solennità di San Giuseppe,2045-03-20,Monday,,,B,-B
2045,Festa dell'Annunciazione,2045-03-25,Saturday,,,B,-B
2045,Lunedì della settimana Santa,2045-04-03,Monday,,,B,-B
2045,Martedì della settimana Santa,2045-04-04,Tuesday,,,B,-B
2045,Mercoledì della settimana Santa,2045-04-05,Wednesday,,,B,-B
2045,Inizio Novena alla Divina Misericordia,2045-04-07,Friday,,,B,-B
2045,Sabato Santo,2045-04-08,Saturday,,,B,-B
2045,Lunedì dell'Angelo,2045-04-10,Monday,,,B,-B
2045,San Giuseppe Lavoratore,2045-05-01,Monday,,,B,-B
2045,Visitazione della Beata Vergine Maria,2045-05-31,Wednesday,,,B,-B
2045,Inizio Novena di Pentecoste,2045-05-19,Friday,,,B,-B
2045,Beata Vergine Maria del Monte Carmelo,2045-07-16,Sunday,,,B,-B
2045,San Giacomo,2045-07-25,Tuesday,,,B,-B
2045,Natività della Beata Vergine Maria,2045-09-08,Friday,,,B,-B
2045,Santissimo nome di Maria,2045-09-12,Tuesday,,,B,-B
2045,Madonna del Rosario,2045-10-07,Saturday,,,B,-B
2045,Inizio Novena dei morti,2045-10-24,Tuesday,,,B,-B
2045,Presentazione della Beata Vergine Maria,2045-11-21,Tuesday,,,B,-B
2045,Santa Cecilia patrona musica,2045-11-22,Wednesday,,,B,-B
2045,Inizio Novena all'immacolata,2045-11-29,Wednesday,,,B,-B
2045,Madonna di Loreto,2045-12-10,Sunday,,,B,-B
2045,Santa Lucia,2045-12-13,Wednesday,,,B,-B
2045,Inizio Novena di Natale,2045-12-16,Saturday,,,B,-B
2045,Santo Stefano,2045-12-26,Tuesday,,,B,-B
2045,Messa di Ringraziamento,2045-12-31,Sunday,,,B,-B
2046,1° Domenica di Avvento,2046-12-02,Sunday,I domenica di Avvento,C1,C,C1-C
2046,2° Domenica di Avvento,2046-12-09,Sunday,II domenica di Avvento,C2,C,C2-C
2046,3° Domenica di Avvento - Gaudete,2046-12-16,Sunday,III domenica di Avvento,C3,C,C3-C
2046,4° Domenica di Avvento,2046-12-23,Sunday,IV domenica di Avvento,C4,C,C4-C
2046,Natale del Signore,2046-12-25,Tuesday,Natale del Signore – Messa del giorno,C8,C,C8-C
2046,Festa della Sacra Famiglia,2046-12-30,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,C,C9-C
2046,Maria Santissima Madre di Dio,2046-01-01,Monday,Solennità di Maria SS Madre di Dio,C10,C,C10-C
2046,Epifania del Signore,2046-01-06,Saturday,Epifania del Signore,C12,C,C12-C
2046,Battesimo del Signore,2046-01-07,Sunday,Battesimo del Signore,C13,C,C13-C
2046,1° Domenica di Quaresima,2046-02-11,Sunday,I domenica di Quaresima,C14,C,C14-C
2046,2° Domenica di Quaresima,2046-02-18,Sunday,II domenica di Quaresima,C15,C,C15-C
2046,3° Domenica di Quaresima,2046-02-25,Sunday,III domenica di Quaresima,C16,C,C16-C
2046,Domenica Laetare,2046-03-04,Sunday,IV domenica di Quaresima,C17,C,C17-C
2046,5° Domenica di Quaresima,2046-03-11,Sunday,V domenica di Quaresima,C18,C,C18-C
2046,Domenica delle Palme,2046-03-18,Sunday,Domenica delle Palme: Passione del Signore,C19,C,C19-C
2046,Giovedì Santo (Messa del Crisma),2046-03-22,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,C,C20-C
2046,Giovedì Santo (In Cena Domini),2046-03-22,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,C,C21-C
2046,Venerdì Santo (Passione del Signore),2046-03-23,Friday,Venerdì Santo «Passione del Signore»,C22,C,C22-C
2046,Pasqua - Risurrezione del Signore,2046-03-25,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,C,C24-C
2046,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2046-04-01,Sunday,II domenica di Pasqua,C25,C,C25-C
2046,3° Domenica di Pasqua (Misericordias Domini),2046-04-08,Sunday,III domenica di Pasqua,C26,C,C26-C
2046,4° Domenica di Pasqua (Jubilate),2046-04-15,Sunday,IV domenica di Pasqua,C27,C,C27-C
2046,5° Domenica di Pasqua (Cantate),2046-04-22,Sunday,V domenica di Pasqua,C28,C,C28-C
2046,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2046-04-29,Sunday,VI domenica di Pasqua,C29,C,C29-C
2046,Ascensione di Gesù,2046-05-06,Sunday,Ascensione del Signore,C30,C,C30-C
2046,Pentecoste,2046-05-13,Sunday,Domenica di Pentecoste – Messa del giorno,C33,C,C33-C
2046,Solennità della Santissima Trinità,2046-05-20,Sunday,Solennità della SS Trinità,C34,C,C34-C
2046,Santissimo Corpo e Sangue di Cristo,2046-05-27,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,C,C35-C
2046,Santissimo Cuore di Gesù,2046-06-01,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,C,C36-C
2046,2° D.T.O.,2046-01-14,Sunday,II domenica del Tempo Ordinario,C37,C,C37-C
2046,3° D.T.O.,2046-01-21,Sunday,III domenica del Tempo Ordinario,C38,C,C38-C
2046,4° D.T.O.,2046-01-28,Sunday,IV domenica del Tempo Ordinario,C39,C,C39-C
2046,5° D.T.O.,2046-02-04,Sunday,V domenica del Tempo Ordinario,C40,C,C40-C
2046,9° D.T.O.,2046-06-03,Sunday,IX domenica del Tempo Ordinario,C44,C,C44-C
2046,10° D.T.O.,2046-06-10,Sunday,X domenica del Tempo Ordinario,C45,C,C45-C
2046,11° D.T.O.,2046-06-17,Sunday,XI domenica del Tempo Ordinario,C46,C,C46-C
2046,13° D.T.O.,2046-07-01,Sunday,XIII domenica del Tempo Ordinario,C48,C,C48-C
2046,14° D.T.O.,2046-07-08,Sunday,XIV domenica del Tempo Ordinario,C49,C,C49-C
2046,15° D.T.O.,2046-07-15,Sunday,XV domenica del Tempo Ordinario,C50,C,C50-C
2046,16° D.T.O.,2046-07-22,Sunday,XVI domenica del Tempo Ordinario,C51,C,C51-C
2046,17° D.T.O.,2046-07-29,Sunday,XVII domenica del Tempo Ordinario,C52,C,C52-C
2046,18° D.T.O.,2046-08-05,Sunday,XVIII domenica del Tempo Ordinario,C53,C,C53-C
2046,19° D.T.O.,2046-08-12,Sunday,XIX domenica del Tempo Ordinario,C54,C,C54-C
2046,20° D.T.O.,2046-08-19,Sunday,XX domenica del Tempo Ordinario,C55,C,C55-C
2046,21° D.T.O.,2046-08-26,Sunday,XXI domenica del Tempo Ordinario,C56,C,C56-C
2046,22° D.T.O.,2046-09-02,Sunday,XXII domenica del Tempo Ordinario,C57,C,C57-C
2046,23° D.T.O.,2046-09-09,Sunday,XXIII domenica del Tempo Ordinario,C58,C,C58-C
2046,24° D.T.O.,2046-09-16,Sunday,XXIV domenica del Tempo Ordinario,C59,C,C59-C
2046,25° D.T.O.,2046-09-23,Sunday,XXV domenica del Tempo Ordinario,C60,C,C60-C
2046,26° D.T.O.,2046-09-30,Sunday,XXVI domenica del Tempo Ordinario,C61,C,C61-C
2046,27° D.T.O.,2046-10-07,Sunday,XXVII domenica del Tempo Ordinario,C62,C,C62-C
2046,28° D.T.O.,2046-10-14,Sunday,XXVIII domenica del Tempo Ordinario,C63,C,C63-C
2046,29° D.T.O.,2046-10-21,Sunday,XXIX domenica del Tempo Ordinario,C64,C,C64-C
2046,30° D.T.O.,2046-10-28,Sunday,XXX domenica del Tempo Ordinario,C65,C,C65-C
2046,31° D.T.O.,2046-11-04,Sunday,XXXI domenica del Tempo Ordinario,C66,C,C66-C
2046,32° D.T.O.,2046-11-11,Sunday,XXXII domenica del Tempo Ordinario,C67,C,C67-C
2046,33° D.T.O.,2046-11-18,Sunday,XXXIII domenica del Tempo Ordinario,C68,C,C68-C
2046,34° D.T.O. - Solennità di Cristo Re,2046-11-25,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,C,C69-C
2046,Presentazione del Signore (Candelora),2046-02-02,Friday,2 febbraio: Presentazione del Signore,C70,C,C70-C
2046,Natività di San Giovanni Battista,2046-06-24,Sunday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,C,C72-C
2046,Santi Pietro e Paolo Apostoli,2046-06-29,Friday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,C,C74-C
2046,Trasfigurazione del Signore,2046-08-06,Monday,6 agosto: Trasfigurazione del Signore,C75,C,C75-C
2046,Assunzione della Beata Vergine Maria,2046-08-15,Wednesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,C,C77-C
2046,Esaltazione della Santa Croce,2046-09-14,Friday,14 settembre: Esaltazione della Santa Croce,C78,C,C78-C
2046,Solennità di tutti i Santi,2046-11-01,Thursday,1 novembre: Tutti i Santi,C79,C,C79-C
2046,Commemorazione dei defunti,2046-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,C,C80-C
2046,Commemorazione dei defunti,2046-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,C,C81-C
2046,Commemorazione dei defunti,2046-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,C,C82-C
2046,Dedicazione Basilica Lateranense,2046-11-09,Friday,9 novembre: Dedicazione della Basilica lateranense,C83,C,C83-C
2046,Immacolata Concezione,2046-12-08,Saturday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,C,C84-C
2046,Giornata mondiale della pace,2046-01-01,Monday,,,C,-C
2046,Santissimo nome di Gesù,2046-01-03,Wednesday,,,C,-C
2046,Conversione di San Paolo apostolo,2046-01-25,Thursday,,,C,-C
2046,Madonna di Lourdes,2046-02-11,Sunday,,,C,-C
2046,Cattedra di San Pietro Apostolo,2046-02-22,Thursday,,,C,-C
2046,Mercoledì delle ceneri,2046-02-07,Wednesday,,,C,-C
2046,Solennità di San Giuseppe,2046-03-17,Saturday,,,C,-C
2046,Festa dell'Annunciazione,2046-04-02,Monday,,,C,-C
2046,Lunedì della settimana Santa,2046-03-19,Monday,,,C,-C
2046,Martedì della settimana Santa,2046-03-20,Tuesday,,,C,-C
2046,Mercoledì della settimana Santa,2046-03-21,Wednesday,,,C,-C
2046,Inizio Novena alla Divina Misericordia,2046-03-23,Friday,,,C,-C
2046,Sabato Santo,2046-03-24,Saturday,,,C,-C
2046,Lunedì dell'Angelo,2046-03-26,Monday,,,C,-C
2046,San Giuseppe Lavoratore,2046-05-01,Tuesday,,,C,-C
2046,Visitazione della Beata Vergine Maria,2046-05-31,Thursday,,,C,-C
2046,Inizio Novena di Pentecoste,2046-05-04,Friday,,,C,-C
2046,Beata Vergine Maria del Monte Carmelo,2046-07-16,Monday,,,C,-C
2046,San Giacomo,2046-07-25,Wednesday,,,C,-C
2046,Natività della Beata Vergine Maria,2046-09-08,Saturday,,,C,-C
2046,Santissimo nome di Maria,2046-09-12,Wednesday,,,C,-C
2046,Madonna del Rosario,2046-10-07,Sunday,,,C,-C
2046,Inizio Novena dei morti,2046-10-24,Wednesday,,,C,-C
2046,Presentazione della Beata Vergine Maria,2046-11-21,Wednesday,,,C,-C
2046,Santa Cecilia patrona musica,2046-11-22,Thursday,,,C,-C
2046,Inizio Novena all'immacolata,2046-11-29,Thursday,,,C,-C
2046,Madonna di Loreto,2046-12-10,Monday,,,C,-C
2046,Santa Lucia,2046-12-13,Thursday,,,C,-C
2046,Inizio Novena di Natale,2046-12-16,Sunday,,,C,-C
2046,Santo Stefano,2046-12-26,Wednesday,,,C,-C
2046,Messa di Ringraziamento,2046-12-31,Monday,,,C,-C
2047,1° Domenica di Avvento,2047-12-01,Sunday,I domenica di Avvento,C1,A,C1-A
2047,2° Domenica di Avvento,2047-12-08,Sunday,II domenica di Avvento,C2,A,C2-A
2047,3° Domenica di Avvento - Gaudete,2047-12-15,Sunday,III domenica di Avvento,C3,A,C3-A
2047,4° Domenica di Avvento,2047-12-22,Sunday,IV domenica di Avvento,C4,A,C4-A
2047,Natale del Signore,2047-12-25,Wednesday,Natale del Signore – Messa del giorno,C8,A,C8-A
