testo,pagina
"CANTO AL VANGELO Alleluia, alleluia. Tu, bambino, sarai chiamato profeta dell’Altissimo Alleluia. VANGELO Giovanni è il suo nome. Dal Vangelo secondo Luca 1, 57-66.80 Per Elisabetta si compì il tempo del parto e dieOtto giorni dopo vennero per circoncidere il bambino e vole-",493
"Allora domandavano con cenni a suo padre come voleva che si Tutti i loro vicini furono presi da timore, e per tutta la regioIl bambino cresceva e si fortificava nello spirito. Visse in regioParola del Signore.",494
"SANTI PIETRO E PAOLO Solennità Alla Messa vespertina nella vigilia PRIMA LETTURA Dagli Atti degli Apostoli 3, 1-10 In quei giorni, Pietro e Giovanni salivano al tempio nascita; lo ponevano ogni giorno presso la porta del tempio Costui, vedendo Pietro e Giovanni che stavano per entrare nel Pietro gli disse: «Non possiedo né argento né oro, ma quello Di colpo i suoi piedi e le caviglie si rinvigorirono e, balzato",495
"Tutto il popolo lo vide camminare e lodare Dio e riconoscevaParola di Dio. SALMO RESPONSORIALE Per tutta la terra si diffonde il loro annuncio. I cieli narrano la gloria di Dio, Senza linguaggio, senza parole,",496
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Gàlati 1, 11-20 Fratelli, vi dichiaro che il Vangelo da me annunciato ne di Gesù Cristo. Voi avete certamente sentito parlare della mia condotta di un Ma quando Dio, che mi scelse fin dal seno di mia madre e mi In seguito, tre anni dopo, salii a Gerusalemme per andare a Parola di Dio.",497
"CANTO AL VANGELO Alleluia, alleluia. Signore, tu conosci tutto; Alleluia. VANGELO Pasci i miei agnelli, pasci le mie pecore. Dal Vangelo secondo Giovanni 21, 15-19 D [ opo che si fu manifestato risorto ai suoi disceGli disse di nuovo, per la seconda volta: «Simone, figliodi",498
"Gli disse per la terza volta: «Simone, figlio di Giovanni, mi E, detto questo, aggiunse: «Seguimi». Parola del Signore.",499
"SANTI PIETRO E PAOLO Alla Messa del giorno PRIMA LETTURA Dagli Atti degli Apostoli 12, 1-11 In quel tempo il re Erode cominciò a perseguitare algradito ai Giudei, fece arrestare anche Pietro. Erano quelli i Mentre Pietro dunque era tenuto in carcere, dalla Chiesa saliEd ecco, gli si presentò un angelo del Signore e una luce sfol-",500
"uscì e prese a seguirlo, ma non si rendeva conto che era Essi oltrepassarono il primo posto di guardia e il secondo e Pietro allora, rientrato in sé, disse: «Ora so veramente che il Parola di Dio.",501
"SALMO RESPONSORIALE Il Signore mi ha liberato da ogni paura. Benedirò il Signore in ogni tempo, Magnificate con me il Signore, Guardate a lui e sarete raggianti, L’angelo del Signore si accampa",502
"SECONDA LETTURA Dalla seconda lettera di san Paolo apostolo a Timòteo 4, 6-8.17-18 Figlio mio, io sto già per essere versato in offerta ed sa, ho conservato la fede. Ora mi resta soltanto la corona di giustizia che il Signore, il Il Signore però mi è stato vicino e mi ha dato forza, perché io Il Signore mi libererà da ogni male e mi porterà in salvo nei Parola di Dio.",503
"CANTO AL VANGELO Alleluia, alleluia. Tu sei Pietro e su questa pietra edificherò la mia Chiesa Alleluia. VANGELO Tu sei Pietro, a te darò le chiavi del regno dei cieli. Dal Vangelo secondo Matteo 16, 13-19 In quel tempo, Gesù, giunto nella regione di CeDisse loro: «Ma voi, chi dite che io sia?». Rispose Simon Pie-",504
"E Gesù gli disse: «Beato sei tu, Simone, figlio di Giona, perParola del Signore. Per la Messa votiva di san Pietro apostolo si utilizzano le letture della festa Per la festa votiva di san Paolo apostolo si utilizzano le letture della festa",505
"TRASFIGURAZIONE Festa Quando questa festa ricorre in domenica, si proclamano le tre letture qui PRIMA LETTURA La sua veste era candida come la neve. Dal libro del profeta Daniele 7, 9-10.13-14 Io continuavo a guardare, La sua veste era candida come la neve",506
"Guardando ancora nelle visioni notturne, Parola di Dio. SALMO RESPONSORIALE Il Signore regna, il Dio di tutta la terra. Il Signore regna: esulti la terra, I monti fondono come cera davanti al Signore, Perché tu, Signore,",507
"SECONDA LETTURA Dalla seconda lettera di san Pietro apostolo 1, 16-19 Carissimi, vi abbiamo fatto conoscere la potenza e la ma perché siamo stati testimoni oculari della sua grandezza. Egli infatti ricevette onore e gloria da Dio Padre, quando E abbiamo anche, solidissima, la parola dei profeti, alla quale Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Questi è il Figlio mio, l’amato: Alleluia.",508
"VANGELO Dal Vangelo secondo Marco 9, 2-10 In quel tempo, Gesù prese con sé Pietro, GiacoFu trasfigurato davanti a loro e le sue vesti divandaio sulla terra potrebbe renderle così bianche. E apparve Prendendo la parola, Pietro disse a Gesù: «Rabbì, è bello per Mentre scendevano dal monte, ordinò loro di non raccontare Parola del Signore.",509
"ASSUNZIONE Solennità Alla Messa vespertina nella vigilia PRIMA LETTURA Dal primo libro delle Cronache 15, 3-4.15-16; 16, 1-2 In quei giorni, Davide convocò tutto Israele a GeruAronne e i levìti. I figli dei levìti sollevarono l’arca di Dio sulle loro spalle per Introdussero dunque l’arca di Dio e la collocarono al centro Quando ebbe finito di offrire gli olocausti e i sacrifici di coParola di Dio.",510
"SALMO RESPONSORIALE Sorgi, Signore, tu e l’arca della tua potenza. Ecco, abbiamo saputo che era in Èfrata, I tuoi sacerdoti si rivestano di giustizia Sì, il Signore ha scelto Sion,",511
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 54b-57 Fratelli, quando questo corpo mortale si sarà vestito Dov’è, o morte, la tua vittoria? Il pungiglione della morte è il peccato e la forza del peccato Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Beati coloro che ascoltano la parola di Dio Alleluia.",512
"VANGELO Dal Vangelo secondo Luca 11, 27-28 In quel tempo, mentre Gesù parlava alle folle, Ma egli disse: «Beati piuttosto coloro che ascoltano la parola di Dio e la osservano!». Parola del Signore.",513
"ASSUNZIONE Alla Messa del giorno PRIMA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 11, 19a; 12, 1-6a.10ab Si aprì il tempio di Dio che è nel cielo e apparve nel Un segno grandioso apparve nel cielo: una donna vestita di sole, con la luna sotto i suoi piedi e, sul capo, una coAllora apparve un altro segno nel cielo: un enorme drago rosIl drago si pose davanti alla donna, che stava per partorire, in Essa partorì un figlio maschio, destinato a governare tutte le Allora udii una voce potente nel cielo che diceva:",514
"«Ora si è compiuta Parola di Dio. SALMO RESPONSORIALE Risplende la regina, Signore, alla tua destra. Figlie di re fra le tue predilette; Ascolta, figlia, guarda, porgi l’orecchio: Il re è invaghito della tua bellezza. Dietro a lei le vergini, sue compagne,",515
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 20-27a Fratelli, Cristo è risorto dai morti, primizia di coloro risurrezione dei morti. Come infatti in Adamo tutti muoiono, Ognuno però al suo posto: prima Cristo, che è la primizia; È necessario infatti che egli regni finché non abbia posto Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Maria è assunta in cielo; Alleluia.",516
"VANGELO Dal Vangelo secondo Luca 1, 39-56 In quei giorni Maria si alzò e andò in fretta verso Elisabetta fu colmata di Spirito Santo ed esclamò a gran voAllora Maria disse:",517
"ha disperso i superbi nei pensieri del loro cuore; Maria rimase con lei circa tre mesi, poi tornò a casa sua. Parola del Signore.",518
"ESALTAZIONE Festa Quando questa festa ricorre in domenica, si proclamano le tre letture qui PRIMA LETTURA Chiunque sarà stato morso e guarderà il serpente, Dal libro dei Numeri 21, 4b-9 In quei giorni, il popolo non sopportò il viaggio. Il sto deserto? Perché qui non c’è né pane né acqua e siamo Allora il Signore mandò fra il popolo serpenti brucianti, i Il popolo venne da Mosè e disse: «Abbiamo peccato, perché",519
"Il Signore disse a Mosè: «Fatti un serpente e mettilo sopra Parola di Dio. SALMO RESPONSORIALE Non dimenticate le opere del Signore! Ascolta, popolo mio, la mia legge, Quando li uccideva, lo cercavano Lo lusingavano con la loro bocca, Ma lui, misericordioso, perdonava la colpa,",520
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Filippési 2, 6-11 Cristo Gesù, l’essere come Dio, Per questo Dio lo esaltò Parola di Dio.",521
"CANTO AL VANGELO Alleluia, alleluia. Noi ti adoriamo, o Cristo, e ti benediciamo, Alleluia. VANGELO Bisogna che sia innalzato il Figlio dell’uomo. Dal Vangelo secondo Giovanni 3, 13-17 In quel tempo, Gesù disse a Nicodèmo: «Nessuno è mai salito al cielo, se non colui perché chiunque crede in lui abbia la vita eterna. Dio infatti ha tanto amato il mondo da dare il Figlio unigeniDio, infatti, non ha mandato il Figlio nel mondo per condannaParola del Signore.",522
"TUTTI I SANTI Solennità PRIMA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 7, 2-4.9-14 Io, Giovanni, vidi salire dall’oriente un altro angelo, stare la terra e il mare: «Non devastate la terra né il mare né E udii il numero di coloro che furono segnati con il sigillo: Dopo queste cose vidi: ecco, una moltitudine immensa, che E tutti gli angeli stavano attorno al trono e agli anziani e ai",523
"ria, sapienza, azione di grazie, onore, potenza e forza al noUno degli anziani allora si rivolse a me e disse: «Questi, che Parola di Dio. SALMO RESPONSORIALE Ecco la generazione che cerca il tuo volto, Signore. Del Signore è la terra e quanto contiene: Chi potrà salire il monte del Signore? Egli otterrà benedizione dal Signore,",524
"SECONDA LETTURA Dalla prima lettera di san Giovanni apostolo 3, 1-3 Carissimi, vedete quale grande amore ci ha dato il PaCarissimi, noi fin d’ora siamo figli di Dio, ma ciò che saremo Chiunque ha questa speranza in lui, purifica se stesso, come Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Venite a me, Alleluia.",525
"VANGELO Dal Vangelo secondo Matteo 5, 1-12a In quel tempo, vedendo le folle, Gesù salì sul «Beati i poveri in spirito, Beati quelli che sono nel pianto, Parola del Signore.",526
"COMMEMORAZIONE DI TUTTI Si propongono tre schemi di letture scelte tra quelle indicate per le Messe 1. PRIMA LETTURA Io lo so che il mio redentore è vivo. Dal libro di Giobbe 19, 1.23-27a Rispondendo Giobbe prese a dire: «Oh, se le mie parole si scrivessero, fossero impresse con stilo di ferro e con piombo, Io so che il mio redentore è vivo Dopo che questa mia pelle sarà strappata via, Parola di Dio.",527
"SALMO RESPONSORIALE Sono certo di contemplare la bontà del Signore nella terra dei viventi. Oppure: Il Signore è mia luce e mia salvezza. Il Signore è mia luce e mia salvezza: Una cosa ho chiesto al Signore, Ascolta, Signore, la mia voce. Sono certo di contemplare la bontà del Signore",528
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Romani 5, 5-11 Fratelli, la speranza non delude, perché l’amore di Dio Infatti, quando eravamo ancora deboli, nel tempo stabilito A maggior ragione ora, giustificàti nel suo sangue, saremo Parola di Dio.",529
"CANTO AL VANGELO Alleluia, alleluia. Questa è la volontà del Padre mio: Alleluia. VANGELO Chi crede nel Figlio ha la vita eterna; Dal Vangelo secondo Giovanni 6, 37-40 In quel tempo, Gesù disse alla folla: «Tutto ciò che il Padre mi dà, verrà a me: colui che E questa è la volontà di colui che mi ha mandato: che io non Questa infatti è la volontà del Padre mio: che chiunque vede Parola del Signore.",530
"2. PRIMA LETTURA Il Signore eliminerà la morte per sempre. Dal libro del profeta Isaìa 25, 6a.7-9 In quel giorno, preparerà il Signore degli eserciti Egli strapperà su questo monte Eliminerà la morte per sempre. E si dirà in quel giorno: «Ecco il nostro Dio; Parola di Dio.",531
"SALMO RESPONSORIALE Chi spera in te, Signore, non resta deluso. Oppure: A te, Signore, innalzo l’anima mia. Ricòrdati, Signore, della tua misericordia Allarga il mio cuore angosciato, Proteggimi, portami in salvo;",532
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Romani 8, 14-23 Fratelli, tutti quelli che sono guidati dallo Spirito di avete ricevuto lo Spirito che rende figli adottivi, per mezzo Lo Spirito stesso, insieme al nostro spirito, attesta che siamo Ritengo infatti che le sofferenze del tempo presente non siaLa creazione infatti è stata sottoposta alla caducità – non per Sappiamo infatti che tutta insieme la creazione geme e soffre Parola di Dio.",533
"CANTO AL VANGELO Alleluia, alleluia. Venite, benedetti del Padre mio, Alleluia. VANGELO Venite benedetti del Padre mio. Dal Vangelo secondo Matteo 25, 31-46 In quel tempo, Gesù disse ai suoi discepoli: «Quando il Figlio dell’uomo verrà nella sua glocome il pastore separa le pecore dalle capre, e porrà le pecore Allora il re dirà a quelli che saranno alla sua destra: “Venite,",534
"me e mi avete dato da mangiare, ho avuto sete mi avete dato Allora i giusti gli risponderanno: “Signore, quando ti abbiamo Poi dirà anche a quelli che saranno alla sinistra: “Via, lontano Anch’essi allora risponderanno: “Signore, quando ti abbiamo “In verità io vi dico: tutto quello che non avete fatto a uno E se ne andranno: questi al supplizio eterno, i giusti invece Parola del Signore.",535
"3. PRIMA LETTURA Il Signore li ha graditi Dal libro della Sapienza 3, 1-9 Le anime dei giusti sono nelle mani di Dio, Agli occhi degli stolti parve che morissero, la loro fine fu ritenuta una sciagura, Anche se agli occhi degli uomini subiscono castighi, Nel giorno del loro giudizio risplenderanno, Coloro che confidano in lui comprenderanno la verità, Parola di Dio.",536
"SALMO RESPONSORIALE L’anima mia ha sete del Dio vivente. Come la cerva anela L’anima mia ha sete di Dio, Avanzavo tra la folla, Manda la tua luce e la tua verità: Verrò all’altare di Dio, Perché ti rattristi, anima mia,",537
"SECONDA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 21, 1-5a.6b-7 Io, Giovanni, vidi un cielo nuovo e una terra nuova: il rusalemme nuova, scendere dal cielo, da Dio, pronta come Udii allora una voce potente, che veniva dal trono e diceva: E Colui che sedeva sul trono disse: Parola di Dio.",538
"CANTO AL VANGELO Alleluia, alleluia. Ti rendo lode, Padre, Alleluia. VANGELO Rallegratevi ed esultate, Dal Vangelo secondo Matteo 5, 1-12a In quel tempo, vedendo le folle, Gesù salì sul «Beati i poveri in spirito, perché di essi è il regno dei cieli.",539
"Beati quelli che hanno fame e sete della giustizia, Parola del Signore.",540
"DEDICAZIONE Festa Quando questa festa ricorre in domenica, si proclamano le tre letture qui PRIMA LETTURA Vidi l’acqua che usciva dal tempio, Dal libro del profeta Ezechièle 47, 1-2.8-9.12 In quei giorni, [un uomo, il cui aspetto era come di oriente, poiché la facciata del tempio era verso oriente. QuelMi disse: «Queste acque scorrono verso la regione orientale,",541
"tissimo, perché dove giungono quelle acque, risanano, e là Parola di Dio. SALMO RESPONSORIALE Un fiume rallegra la città di Dio. Dio è per noi rifugio e fortezza, Un fiume e i suoi canali rallegrano la città di Dio, Il Signore degli eserciti è con noi,",542
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 3, 9c-11.16-17 Fratelli, voi siete edificio di Dio. Secondo la grazia di Dio che mi è stata data, come altro poi vi costruisce sopra. Ma ciascuno stia attento a come Non sapete che siete tempio di Dio e che lo Spirito di Dio Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Io mi sono scelto e ho consacrato questa casa Alleluia.",543
"VANGELO Dal Vangelo secondo Giovanni 2, 13-22 Si avvicinava la Pasqua dei Giudei e Gesù salì a Trovò nel tempio gente che vendeva buoi, pecofuori del tempio, con le pecore e i buoi; gettò a terra il denaI suoi discepoli si ricordarono che sta scritto: «Lo zelo per la Allora i Giudei presero la parola e gli dissero: «Quale segno ci Quando poi fu risuscitato dai morti, i suoi discepoli si ricorParola del Signore.",544
"IMMACOLATA CONCEZIONE Solennità PRIMA LETTURA Dal libro della Gènesi 3, 9-15.20 [ opo che l’uomo ebbe mangiato del frutto dell’albeho avuto paura, perché sono nudo, e mi sono nascosto». RiAllora il Signore Dio disse al serpente:",545
"questa ti schiaccerà la testa L’uomo chiamò sua moglie Eva, perché ella fu la madre di tutParola di Dio. SALMO RESPONSORIALE Cantate al Signore un canto nuovo, Cantate al Signore un canto nuovo, Il Signore ha fatto conoscere la sua salvezza, Tutti i confini della terra hanno veduto",546
"SECONDA LETTURA Dalla lettera di san Paolo apostolo agli Efesìni 1, 3-6.11-12 Benedetto Dio, Padre del Signore nostro Gesù Cristo, In lui ci ha scelti prima della creazione del mondo In lui siamo stati fatti anche eredi, Parola di Dio.",547
"CANTO AL VANGELO Alleluia, alleluia. Rallègrati, piena di grazia, Alleluia. VANGELO Ecco, concepirai un figlio e lo darai alla luce. Dal Vangelo secondo Luca 1, 26-38 In quel tempo, l’angelo Gabriele fu mandato da A queste parole ella fu molto turbata e si domandava che",548
"Sarà grande e verrà chiamato Figlio dell’Altissimo; il Signore Allora Maria disse all’angelo: «Come avverrà questo, poiché Allora Maria disse: «Ecco la serva del Signore: avvenga per me Parola del Signore.",549
INDICE,551
DECRETI TEMPO DI AVVENTO TEMPO DI NATALE TEMPO DI QUARESIMA TRIDUO PASQUALE TEMPO DI PASQUA,553
VII domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 223 SOLENNITÀ DEL SIGNORE NEL TEMPO ORDINARIO TEMPO ORDINARIO,554
XXXIII domenica. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 407 DAL PROPRIO DEI SANTI,555
Grafica Consulenza Fotolito Stampa F DELL,556
