id_canti,titolo,score_similarity,score_deviation,score_selection,score_history,score,adeguatezza
1791,Quando nasce un bambino ,0.31,-0.42,,,-1.0,🧐 Mh
2097,Canoni - Questa notte,0.12,-0.18,,,-1.0,🧐 Mh
1379,Tutto è Possibile (Nuovi Orizzonti),0.34,-0.44,,,-1.0,🧐 Mh
2928,E Volare Volare,0.07,-0.1,,,-1.0,🧐 Mh
1601,Anima di Cristo,0.2,-0.28,,,-1.0,🧐 Mh
302,"Maria, tu che hai atteso",0.31,-0.42,,,-1.0,🧐 Mh
465,Tu scendi dalle stelle,0.2,-0.27,,,-1.0,🧐 Mh
2789,Voglio restar con Te,0.24,-0.33,,,-1.0,🧐 Mh
2171,Maria porta dell'avvento,0.2,-0.27,,,-1.0,🧐 Mh
1976,Come brezza ,0.38,-0.49,,,-1.0,🧐 Mh
1910,Nel Signore io ti do la pace,0.18,-0.25,,,-1.0,🧐 Mh
2406,"Lodate, lodate",0.24,-0.32,,,-1.0,🧐 Mh
2451,Ballata per Maria ,0.39,-0.51,,,-1.0,🧐 Mh
2091,Santo ,0.26,-0.34,,,-1.0,🧐 Mh
2147,Danza la vita,0.26,-0.34,,,-1.0,🧐 Mh
2040,Con tutto il cuor,0.26,-0.34,,,-1.0,🧐 Mh
1990,Voglio adorare te,0.11,-0.15,,,-1.0,🧐 Mh
2640,Stirpe eletta ,0.11,-0.15,,,-1.0,🧐 Mh
2403,Noi t’invochiamo,0.16,-0.22,,,-1.0,🧐 Mh
2074,Misericordes sicut Pater! (Inno dell'Anno Santo della Misericordia),0.16,-0.23,,,-1.0,🧐 Mh
102,Canoni - Misericordias Domini,0.03,-0.06,,,-1.0,🧐 Mh
2886,Accogli nel tuo grembo,0.39,-0.52,,,-1.0,🧐 Mh
2213,Santo (Come fuoco vivo) v2,0.24,-0.32,,,-1.0,🧐 Mh
1722,Padre ti preghiam,0.16,-0.23,,,-1.0,🧐 Mh
397,Santo,0.24,-0.32,,,-1.0,🧐 Mh
2481,Ave Maria di Fatima,0.07,-0.1,,,-1.0,🧐 Mh
2192,Alleluia Padre Mio,0.39,-0.51,,,-1.0,🧐 Mh
1988,É l'ora che pia,0.05,-0.08,,,-1.0,🧐 Mh
2279,Come la cerva,0.16,-0.23,,,-1.0,🧐 Mh
443,Su ali d’aquila,0.39,-0.51,,,-1.0,🧐 Mh
2373,Io ho una gioia nel cuore ,0.28,-0.37,,,-1.0,🧐 Mh
403,Santo (Gen Verde),0.21,-0.31,,,-2.0,🧐 Mh
493,Vocazione (v2),0.48,-0.64,,,-2.0,🧐 Mh
1780,Vocazione,0.48,-0.64,,,-2.0,🧐 Mh
5,Accogli i nostri doni,0.27,-0.38,,,-2.0,🧐 Mh
1608,Guariscimi o mio Signor,0.07,-0.14,,,-2.0,🧐 Mh
1739,Emmanuel è Dio con noi,0.25,-0.35,,,-2.0,🧐 Mh
1792,Resta con noi,0.25,-0.35,,,-2.0,🧐 Mh
2277,Olio di Letizia,0.25,-0.35,,,-2.0,🧐 Mh
1579,Signore cerchi i figli tuoi,0.25,-0.35,,,-2.0,🧐 Mh
1382,Dio grande Dio,0.46,-0.62,,,-2.0,🧐 Mh
2321,Resta con noi,0.26,-0.38,,,-2.0,🧐 Mh
2796,Luce di miei passi,0.25,-0.36,,,-2.0,🧐 Mh
1603,Regina della Pace,0.06,-0.11,,,-2.0,🧐 Mh
138,Come un fiume,0.44,-0.6,,,-2.0,🧐 Mh
186,Effonderò il mio Spirito,0.19,-0.28,,,-2.0,🧐 Mh
199,Francesco vai,0.44,-0.6,,,-2.0,🧐 Mh
1612,Vieni Spirito di Dio,0.29,-0.41,,,-2.0,🧐 Mh
2000,O Croce Fedele ,0.27,-0.38,,,-2.0,🧐 Mh
1799,Spirito Santo,0.19,-0.29,,,-2.0,🧐 Mh
2425,Ecco l'acqua,0.29,-0.4,,,-2.0,🧐 Mh
2735,Notte di Luce,0.21,-0.31,,,-2.0,🧐 Mh
2381,Il Signore è mio pastore  (Salmo 22),0.29,-0.4,,,-2.0,🧐 Mh
2557,Per sempre canterò il tuo nome,0.3,-0.43,,,-2.0,🧐 Mh
2642,Volgete gli occhi ,0.33,-0.45,,,-2.0,🧐 Mh
1552,Canta con noi,0.4,-0.55,,,-2.0,🧐 Mh
2460,Come un fiume,0.34,-0.48,,,-2.0,🧐 Mh
238,Il Signore mi guardi e mi benedica,0.34,-0.48,,,-2.0,🧐 Mh
1002,Santo è il Signore,0.12,-0.19,,,-2.0,🧐 Mh
2384,Dai la mano a tuo fratello,0.15,-0.24,,,-2.0,🧐 Mh
1412,Invochiamo la Tua Presenza,0.15,-0.24,,,-2.0,🧐 Mh
1605,Spirito Santo soffio di vita,0.15,-0.24,,,-2.0,🧐 Mh
2355,Gustate e vedete,0.37,-0.5,,,-2.0,🧐 Mh
2298,Celebriamo insieme,0.12,-0.19,,,-2.0,🧐 Mh
1711,Spirito del Dio vivente,0.18,-0.26,,,-2.0,🧐 Mh
2135,Aprimi gli occhi del cuore,0.12,-0.19,,,-2.0,🧐 Mh
376,Questo è il mio comandamento,0.54,-0.71,,,-2.0,🧐 Mh
1736,Come un fiume d'acqua viva,0.14,-0.21,,,-2.0,🧐 Mh
1545,Acclamate al Signore,0.34,-0.48,,,-2.0,🧐 Mh
2133,Cantico di Anna,0.56,-0.74,,,-2.0,🧐 Mh
2371,Inno GMG 2016,0.4,-0.55,,,-2.0,🧐 Mh
2411,Alla porta del mio cuore,0.38,-0.52,,,-2.0,🧐 Mh
2897,Come la cerva,0.38,-0.52,,,-2.0,🧐 Mh
150,Dall’aurora al tramonto,0.42,-0.58,,,-2.0,🧐 Mh
2313,Amen,0.0,-0.05,,,-2.0,🧐 Mh
11,Adeste Fideles,0.0,-0.04,,,-2.0,🧐 Mh
1998,Celebra il Signore Terra tutta,0.38,-0.53,,,-2.0,🧐 Mh
1837,Dio è la mia salvezza,0.52,-0.69,,,-2.0,🧐 Mh
1594,Vi lascio un grande esempio,0.3,-0.43,,,-2.0,🧐 Mh
2359,T'invochiamo Spirito,0.1,-0.2,,,-3.0,🧐 Mh
2717,In quei giorni,0.45,-0.63,,,-3.0,🧐 Mh
1937,Rallegratevi,0.35,-0.51,,,-3.0,🧐 Mh
1935,Agnus Dei,0.01,-0.08,,,-3.0,🧐 Mh
2206,Vidi l’acqua,0.11,-0.2,,,-3.0,🧐 Mh
2413,Al tuo santo altar,0.22,-0.34,,,-3.0,🧐 Mh
2050,"Alleluja, lodate il Signore",0.16,-0.27,,,-3.0,🧐 Mh
2583,Il tuo grande amore,0.26,-0.39,,,-3.0,🧐 Mh
1873,E' festa grande ,0.32,-0.46,,,-3.0,🧐 Mh
2404,Fuoco che consuma,0.26,-0.39,,,-3.0,🧐 Mh
2564,Getta le tue reti,0.49,-0.67,,,-3.0,🧐 Mh
2163,Mi sentii pieno di gioia (Salmo 122),0.32,-0.46,,,-3.0,🧐 Mh
2650,Pietre vive,0.29,-0.44,,,-3.0,🧐 Mh
345,Pace a te (Nel Signore io ti do la pace),0.18,-0.29,,,-3.0,🧐 Mh
2306,Inno alla carita,0.26,-0.39,,,-3.0,🧐 Mh
441,Spirito di Dio (Consacrami),0.32,-0.46,,,-3.0,🧐 Mh
1577,Manda il Tuo Spirito,0.28,-0.41,,,-3.0,🧐 Mh
496,Voglio ringraziare,0.14,-0.25,,,-3.0,🧐 Mh
1878,Ti lodino i popoli Dio,0.18,-0.3,,,-3.0,🧐 Mh
2254,Grande è la Tua bontà ,0.43,-0.61,,,-3.0,🧐 Mh
1845,La pietra (salmo 117),0.16,-0.27,,,-3.0,🧐 Mh
2926,Alleluia,0.16,-0.28,,,-4.0,🧐 Mh
1775,Non mi abbandonare,0.27,-0.42,,,-4.0,🧐 Mh
2325,Santo Spirito,0.16,-0.28,,,-4.0,🧐 Mh
1811,Vieni dal Libano,0.27,-0.42,,,-4.0,🧐 Mh
2311,La vera vite,0.29,-0.45,,,-4.0,🧐 Mh
1765,Inno all'amore,0.29,-0.45,,,-4.0,🧐 Mh
1647,Stasera sono a mani vuote,0.31,-0.47,,,-4.0,🧐 Mh
48,Amatevi fratelli,0.35,-0.52,,,-4.0,🧐 Mh
1861,Ti saluto San Giuseppe,0.15,-0.28,,,-4.0,🧐 Mh
1614,Come incenso,0.31,-0.47,,,-4.0,🧐 Mh
52,Andate per le strade,0.52,-0.73,,,-4.0,🧐 Mh
2280,Ecco l'acqua che sgorga,0.23,-0.38,,,-4.0,🧐 Mh
2519,Ecco il legno,0.23,-0.38,,,-4.0,🧐 Mh
1599,Mi rialzerai,0.17,-0.3,,,-4.0,🧐 Mh
1967,"Tota pulchra es, Maria",0.06,-0.16,,,-4.0,🧐 Mh
305,Messaggio ai giovani,0.57,-0.82,,,-5.0,🧐 Mh
2342,Osanna,0.12,-0.27,,,-5.0,🧐 Mh
480,Vi amo così,0.43,-0.65,,,-5.0,🧐 Mh
191,Evenhu Shalom,0.05,-0.17,,,-5.0,🧐 Mh
1691,Gloria al suo nom,0.22,-0.39,,,-5.0,🧐 Mh
2225,Venite alla festa,0.28,-0.46,,,-5.0,🧐 Mh
2017,Dal profondo,0.3,-0.48,,,-5.0,🧐 Mh
1690,Gloria al re dei re,0.32,-0.51,,,-5.0,🧐 Mh
2031,Sei il mio rifugio,0.28,-0.46,,,-5.0,🧐 Mh
1997,"Dio con noi, Emmanuel",0.26,-0.43,,,-5.0,🧐 Mh
228,Il giovane ricco,0.26,-0.43,,,-5.0,🧐 Mh
337,Ogni mia parola,0.28,-0.46,,,-5.0,🧐 Mh
2788,Chi mi seguirà,0.34,-0.53,,,-5.0,🧐 Mh
2060,Dove la carità è vera,0.26,-0.44,,,-5.0,🧐 Mh
2172,Le Beatitudini,0.24,-0.41,,,-5.0,🧐 Mh
1764,Ho lottato tanto in questo giorno,0.24,-0.41,,,-5.0,🧐 Mh
2641,"Tuo è il regno, tua è la potenza",0.34,-0.53,,,-5.0,🧐 Mh
2344,Trisaghion,0.41,-0.63,,,-5.0,🧐 Mh
2458,Destinati all'eternità,0.39,-0.61,,,-5.0,🧐 Mh
1748,Benedetto Signore (Cerco solo Te),0.35,-0.56,,,-5.0,🧐 Mh
2356,Passa questo mondo,0.22,-0.38,,,-5.0,🧐 Mh
490,Vieni Spirito Forza dall'alto,0.21,-0.4,,,-6.0,🧐 Mh
2740,Lodate Dio,0.31,-0.52,,,-6.0,🧐 Mh
146,Cristo risusciti,0.34,-0.57,,,-6.0,🧐 Mh
2613,Luce in Noi ,0.38,-0.62,,,-6.0,🧐 Mh
4,Acclamate al Signore,0.48,-0.73,,,-6.0,🧐 Mh
159,Dio Regna,0.35,-0.57,,,-6.0,🧐 Mh
2210,Saluto alla Vergine,0.21,-0.4,,,-6.0,🧐 Mh
1943,Vieni o Spirito Creatore,0.36,-0.59,,,-6.0,🧐 Mh
1623,La tua Croce,0.27,-0.47,,,-6.0,🧐 Mh
1567,Apri i miei occhi Signore,0.06,-0.2,,,-6.0,🧐 Mh
2586,Incontro a Te,0.26,-0.48,,,-7.000000000000001,🧐 Mh
82,Benedici il Signore,0.47,-0.74,,,-7.000000000000001,🧐 Mh
2208,Vieni Santo Spirito,0.26,-0.48,,,-7.000000000000001,🧐 Mh
2584,Re dei re (osanna),0.14,-0.34,,,-7.000000000000001,🧐 Mh
1561,Adoro Te,0.22,-0.43,,,-7.000000000000001,🧐 Mh
2623,Eterno Signor,0.28,-0.5,,,-7.000000000000001,🧐 Mh
247,Invocazione allo Spirito,0.22,-0.44,,,-7.000000000000001,🧐 Mh
2048,Beati voi,0.33,-0.58,,,-7.000000000000001,🧐 Mh
324,Noi veglieremo,0.2,-0.41,,,-7.000000000000001,🧐 Mh
2470,Spirito Santo cuore dell'umanità,0.2,-0.41,,,-7.000000000000001,🧐 Mh
275,La Pace Sia con Te,0.11,-0.29,,,-7.000000000000001,🧐 Mh
1815,Cantate inni a Dio,0.1,-0.29,,,-7.000000000000001,🧐 Mh
2064,Crea in me o Dio un cuore puro,0.26,-0.48,,,-7.000000000000001,🧐 Mh
2102,Giullare dei campi,0.46,-0.75,,,-8.0,🧐 Mh
2750,Riuniti nel suo nome,0.25,-0.49,,,-8.0,🧐 Mh
1850,Ma non avere paura,0.27,-0.52,,,-8.0,🧐 Mh
2323,Risplendi Gerusalemme,0.25,-0.49,,,-8.0,🧐 Mh
1855,"Cantate al Signore, cantatelo nei secoli",0.27,-0.52,,,-8.0,🧐 Mh
2738,La vera vite,0.56,-0.87,,,-8.0,🧐 Mh
2429,L'ultima cena,0.58,-0.9,,,-8.0,🧐 Mh
2027,Mano potente,0.36,-0.64,,,-8.0,🧐 Mh
1719,Vi darò un cuore nuovo,0.32,-0.59,,,-8.0,🧐 Mh
1938,Venite saliamo al monte del Signore,0.35,-0.61,,,-8.0,🧐 Mh
1868,Dico Sì,0.21,-0.45,,,-8.0,🧐 Mh
1776,Osanna,0.13,-0.36,,,-9.0,🧐 Mh
2402,Dio ti adorerò ,0.13,-0.36,,,-9.0,🧐 Mh
1905,Solo in Dio riposa l'anima mia,0.31,-0.6,,,-9.0,🧐 Mh
2077,Giullare dei campi,0.42,-0.75,,,-10.0,🧐 Mh
2322,Lodate il Signore dai Cieli,0.18,-0.44,,,-10.0,🧐 Mh
2520,Effonderò il mio spirito,0.15,-0.43,,,-11.0,🧐 Mh
76,Beatitudine (La preghiera di Gesù è la nostra),0.61,-1.0,,,-11.0,🧐 Mh
506,Voi siete di Dio (v2),0.33,-0.68,,,-12.0,🧐 Mh
497,Voi siete di Dio,0.33,-0.68,,,-12.0,🧐 Mh
1396,Rimanete in me,0.35,-0.7,,,-12.0,🧐 Mh
1745,Beati voi,0.12,-0.46,,,-14.000000000000002,🧐 Mh
347,"Pace sia, pace a voi",0.14,-0.52,,,-15.0,🧐 Mh
237,Il Signore è vicino,0.37,-0.81,,,-15.0,🧐 Mh
1950,Venite a me,0.16,-0.55,,,-16.0,🧐 Mh
