id_liturgia,id_canti,titolo,cnt
C58-B,8,Acqua siamo noi,3
C58-B,1575,Dio è amore,3
C58-B,2015,Chiesa di Dio,3
C58-B,2858,E' l’incontro della vita,3
C58-B,325,Noi veniamo a Te,3
C58-B,2205,Vidi la nuova Gerusalemme,3
C58-B,231,Il Pane del Cammino,3
C58-B,2100,Salve dolce Vergine,3
C58-B,42,Alto e Glorioso Dio,3
C58-B,466,Tu sei,3
C58-B,126,Chi ci separerà,3
C58-B,492,Vivere la vita,3
C58-B,371,Quale gioia (è star con Te),3
C58-B,2210,Saluto alla Vergine,3
C58-B,2155,Isaia 62,3
C58-B,285,Lodate Dio,3
C58-B,81,Benedetto Tu Signore,3
C58-B,57,"Antica, eterna danza",3
C58-B,278,"Laudato sii, o mi Signore",3
C58-B,1558,Le tue meraviglie,3
C58-B,234,Il Signore è il mio pastore,3
C58-B,446,Symbolum ‘77 (v2),3
C58-B,478,Verbum Panis,3
C58-B,1664,Vero cibo è il tuo corpo,3
C58-B,1559,Come il cervo va all'acqua viva (semplificata),3
C58-B,179,E sono solo un uomo,3
C58-B,1639,Mi perdo nel tuo amore,3
C58-B,1619,Come ti ama Dio,3
C58-B,2004,Canzone di San Giuseppe,3
C58-B,2013,Madonna nera,3
C58-B,2423,Dell'aurora Tu sorgi più bella (v2),3
C58-B,2638,Dall'eternità,3
C59-B,1898,Chiamati per nome,40
C59-B,423,Servo per amore,39
C59-B,201,Frutto della nostra terra,25
C59-B,5,Accogli i nostri doni,21
C59-B,361,Popoli tutti acclamate,19
C59-B,414,Se m’accogli,18
C59-B,1416,Ecco quel che abbiamo,18
C59-B,1478,Servire è regnare,18
C59-B,137,Come Tu mi vuoi,17
C59-B,136,Come Maria,14
C59-B,355,Pane del cielo,14
C59-B,419,Segni del tuo amore,13
C59-B,371,Quale gioia (è star con Te),12
C59-B,467,Lodi all'altissimo (Tu sei Santo),12
C59-B,1785,Pane di vita,12
C59-B,1379,Tutto è Possibile (Nuovi Orizzonti),12
C59-B,185,Eccomi,11
C59-B,1675,Symbolum ‘77,11
C59-B,4,Acclamate al Signore,10
C59-B,434,Sono qui a lodarti (luce del mondo),10
C59-B,378,Re di gloria,10
C59-B,486,Vieni e seguimi,9
C59-B,453,Ti esalto Dio mio Re,9
C59-B,224,Il canto dell’amore,9
C59-B,466,Tu sei,8
C59-B,462,Ti seguirò,8
C59-B,152,Davanti a questo amore,8
C59-B,451,"Te, al centro del mio cuore",8
C59-B,117,Cantiamo Te,7
C59-B,150,Dall’aurora al tramonto,7
C59-B,236,Il Signore è la mia salvezza,7
C59-B,1542,Ecco quel che abbiamo (v2),7
C59-B,83,Benedici o Signore,7
C59-B,81,Benedetto Tu Signore,7
C59-B,234,Il Signore è il mio pastore,7
C59-B,1352,Abbracciami,7
C59-B,503,Lode al Nome Tuo,6
C59-B,217,Grandi cose,6
C59-B,2052,Il mio posto,6
C59-B,6,Accogli Signore i nostri doni,6
C59-B,1665,Il nostro cuore offriamo a te,6
C59-B,1715,Trasformi in Gesù,6
C59-B,1654,Come unico Pane,6
C59-B,1884,Benedetto sei Tu Signore ,6
C59-B,1600,Fratello Sole e Sorella Luna (semplificata),6
C59-B,1613,Come un prodigio,6
C59-B,163,Dov’è carità e amore,6
C59-B,1619,Come ti ama Dio,6
C59-B,380,Resta Accanto a me,6
C59-B,1412,Invochiamo la Tua Presenza,5
C59-B,2229,Chiamati per nome v2,5
C59-B,1917,"Vieni, santo spirito di Dio",5
C59-B,168,E' bello lodarti,5
C59-B,8,Acqua siamo noi,5
C59-B,1561,Adoro Te,5
C59-B,1780,Vocazione,5
C59-B,126,Chi ci separerà,5
C59-B,44,Alzati e risplendi,5
C59-B,2394,Fa' che io creda,5
C59-B,2152,Gustate e vedete,5
C59-B,500,Pane di vita nuova,5
C59-B,2060,Dove la carità è vera,5
C59-B,1672,"Il tuo Corpo, il tuo Sangue",5
C59-B,2449,Al Signore canterò,4
C59-B,1575,Dio è amore,4
C59-B,231,Il Pane del Cammino,4
C59-B,483,Vieni al Signor,4
C59-B,226,Il disegno,4
C59-B,321,Noi canteremo gloria a Te,4
C59-B,1635,Accogli nella tua bontà,4
C59-B,2866,Su questo altare,4
C59-B,1667,Cosa Offrirti,4
C59-B,1396,Rimanete in me,4
C59-B,1778,Apri i cieli,4
C59-B,144,Credo in Te,4
C59-B,2038,Salve o Dolce Vergine,4
C59-B,303,"Maria, vogliamo amarti",4
C59-B,1752,Mi basta la tua grazia,4
C59-B,443,Su ali d’aquila,4
C59-B,2283,Io ti seguirò,4
C59-B,1961,Facciamo festa,3
C59-B,325,Noi veniamo a Te,3
C59-B,1564,Nostra gloria è la croce,3
C59-B,225,Il canto della creazione,3
C59-B,1946,Aprite le porte a Cristo,3
C59-B,2100,Salve dolce Vergine,3
C59-B,221,I cieli narrano,3
C59-B,14,Alla Tua presenza,3
C59-B,370,Quale gioia,3
C59-B,220,Guarda questa offerta,3
C59-B,1682,Benedetto sei Tu,3
C59-B,1768,Io ti offro,3
C59-B,2174,Quelli che amano te,3
C59-B,2311,La vera vite,3
C59-B,1614,Come incenso,3
C59-B,200,Fratello Sole e Sorella Luna,3
C59-B,2416,Arderanno sempre i nostri cuori,3
C59-B,478,Verbum Panis,3
C59-B,179,E sono solo un uomo,3
C59-B,379,Rendete grazie,3
C59-B,394,Santa Maria del cammino,3
C59-B,382,Resta qui con noi,3
C59-B,1989,Andro' a vederla un di',3
C59-B,2147,Danza la vita,3
C78-B,201,Frutto della nostra terra,19
C78-B,1564,Nostra gloria è la croce,18
C78-B,434,Sono qui a lodarti (luce del mondo),12
C78-B,4,Acclamate al Signore,12
C78-B,1714,"Ti saluto, o Croce santa",12
C78-B,1416,Ecco quel che abbiamo,11
C78-B,126,Chi ci separerà,9
C78-B,1898,Chiamati per nome,8
C78-B,423,Servo per amore,8
C78-B,451,"Te, al centro del mio cuore",8
C78-B,2083,Anima Christi,8
C78-B,1412,Invochiamo la Tua Presenza,7
C78-B,1816,Figlia di Sion,7
C78-B,414,Se m’accogli,7
C78-B,137,Come Tu mi vuoi,7
C78-B,378,Re di gloria,7
C78-B,453,Ti esalto Dio mio Re,6
C78-B,1667,Cosa Offrirti,6
C78-B,2004,Canzone di San Giuseppe,6
C78-B,185,Eccomi,5
C78-B,361,Popoli tutti acclamate,5
C78-B,152,Davanti a questo amore,5
C78-B,467,Lodi all'altissimo (Tu sei Santo),5
C78-B,224,Il canto dell’amore,5
C78-B,234,Il Signore è il mio pastore,5
C78-B,355,Pane del cielo,5
C78-B,2060,Dove la carità è vera,5
C78-B,462,Ti seguirò,5
C78-B,478,Verbum Panis,5
C78-B,1575,Dio è amore,4
C78-B,150,Dall’aurora al tramonto,4
C78-B,1635,Accogli nella tua bontà,4
C78-B,220,Guarda questa offerta,4
C78-B,5,Accogli i nostri doni,4
C78-B,1542,Ecco quel che abbiamo (v2),4
C78-B,1884,Benedetto sei Tu Signore ,4
C78-B,415,Se qualcuno ha dei beni,4
C78-B,1396,Rimanete in me,4
C78-B,1626,O Amore Ineffabile,4
C78-B,1675,Symbolum ‘77,4
C78-B,2447,Tempo di ricominciare,4
C78-B,443,Su ali d’aquila,4
C78-B,1619,Come ti ama Dio,4
C78-B,394,Santa Maria del cammino,4
C78-B,8,Acqua siamo noi,3
C78-B,503,Lode al Nome Tuo,3
C78-B,1811,Vieni dal Libano,3
C78-B,168,E' bello lodarti,3
C78-B,497,Voi siete di Dio,3
C78-B,257,Io vedo il Re,3
C78-B,236,Il Signore è la mia salvezza,3
C78-B,436,Sotto il Tuo manto,3
C78-B,2431,Cantico della creazione,3
C78-B,486,Vieni e seguimi,3
C78-B,1665,Il nostro cuore offriamo a te,3
C78-B,1478,Servire è regnare,3
C78-B,57,"Antica, eterna danza",3
C78-B,83,Benedici o Signore,3
C78-B,419,Segni del tuo amore,3
C78-B,82,Benedici il Signore,3
C78-B,411,Scusa Signore,3
C78-B,2094,"Canoni - Adoramus Te, Domine",3
C78-B,1558,Le tue meraviglie,3
C78-B,1958,Resto con te,3
C78-B,2416,Arderanno sempre i nostri cuori,3
C78-B,260,Jesus Christ you are my life,3
C78-B,1379,Tutto è Possibile (Nuovi Orizzonti),3
C78-B,2134,Dolce sentire (Fratello sole e sorella luna),3
C78-B,2078,Madre fiducia nostra,3
C78-B,1844,Ave Maria splendore del mattino,3
C78-B,206,Giovane donna,3
C78-B,1756,Mi alma canta,3
C60-B,423,Servo per amore,62
C60-B,1478,Servire è regnare,56
C60-B,1898,Chiamati per nome,35
C60-B,201,Frutto della nostra terra,33
C60-B,236,Il Signore è la mia salvezza,30
C60-B,83,Benedici o Signore,25
C60-B,414,Se m’accogli,23
C60-B,5,Accogli i nostri doni,21
C60-B,325,Noi veniamo a Te,19
C60-B,137,Come Tu mi vuoi,18
C60-B,500,Pane di vita nuova,17
C60-B,355,Pane del cielo,17
C60-B,150,Dall’aurora al tramonto,15
C60-B,486,Vieni e seguimi,15
C60-B,1352,Abbracciami,15
C60-B,2449,Al Signore canterò,14
C60-B,1416,Ecco quel che abbiamo,14
C60-B,4,Acclamate al Signore,13
C60-B,1675,Symbolum ‘77,13
C60-B,443,Su ali d’aquila,13
C60-B,1379,Tutto è Possibile (Nuovi Orizzonti),13
C60-B,361,Popoli tutti acclamate,12
C60-B,221,I cieli narrano,11
C60-B,1748,Benedetto Signore (Cerco solo Te),11
C60-B,76,Beatitudine (La preghiera di Gesù è la nostra),11
C60-B,1412,Invochiamo la Tua Presenza,10
C60-B,434,Sono qui a lodarti (luce del mondo),10
C60-B,217,Grandi cose,10
C60-B,6,Accogli Signore i nostri doni,10
C60-B,378,Re di gloria,10
C60-B,117,Cantiamo Te,9
C60-B,231,Il Pane del Cammino,8
C60-B,136,Come Maria,8
C60-B,200,Fratello Sole e Sorella Luna,8
C60-B,224,Il canto dell’amore,8
C60-B,376,Questo è il mio comandamento,8
C60-B,1793,Canzone di Maria chiara (Se non ritornerete),8
C60-B,1958,Resto con te,8
C60-B,503,Lode al Nome Tuo,7
C60-B,2229,Chiamati per nome v2,7
C60-B,1567,Apri i miei occhi Signore,7
C60-B,42,Alto e Glorioso Dio,7
C60-B,453,Ti esalto Dio mio Re,7
C60-B,419,Segni del tuo amore,7
C60-B,394,Santa Maria del cammino,7
C60-B,466,Tu sei,6
C60-B,1780,Vocazione,6
C60-B,371,Quale gioia (è star con Te),6
C60-B,321,Noi canteremo gloria a Te,6
C60-B,370,Quale gioia,6
C60-B,88,Camminerò,6
C60-B,451,"Te, al centro del mio cuore",6
C60-B,278,"Laudato sii, o mi Signore",6
C60-B,1613,Come un prodigio,6
C60-B,206,Giovane donna,6
C60-B,185,Eccomi,5
C60-B,1817,Venite applaudiamo al Signore  (Salmo 94),5
C60-B,8,Acqua siamo noi,5
C60-B,1986,Cristo speranza delle genti,5
C60-B,1774,"Laudato sii, Signore mio (Canto della Creazione)",5
C60-B,1664,Vero cibo è il tuo corpo,5
C60-B,179,E sono solo un uomo,5
C60-B,1558,Le tue meraviglie,5
C60-B,467,Lodi all'altissimo (Tu sei Santo),5
C60-B,2062,Canoni - Il Signore è la mia forza,5
C60-B,2169,"Cantate al Signore, alleluia",5
C60-B,168,E' bello lodarti,4
C60-B,1946,Aprite le porte a Cristo,4
C60-B,2015,Chiesa di Dio,4
C60-B,1561,Adoro Te,4
C60-B,27,"Alleluia, cantate al Signore",4
C60-B,14,Alla Tua presenza,4
C60-B,1667,Cosa Offrirti,4
C60-B,1665,Il nostro cuore offriamo a te,4
C60-B,1682,Benedetto sei Tu,4
C60-B,2218,I frutti che ci dai,4
C60-B,144,Credo in Te,4
C60-B,1713,"Ti ringrazio, o mio Signore",4
C60-B,2222,Tutto il mondo deve sapere,4
C60-B,3,Acclamate a Dio,3
C60-B,1575,Dio è amore,3
C60-B,225,Il canto della creazione,3
C60-B,226,Il disegno,3
C60-B,44,Alzati e risplendi,3
C60-B,1455,Questa è la mia fede,3
C60-B,220,Guarda questa offerta,3
C60-B,1635,Accogli nella tua bontà,3
C60-B,82,Benedici il Signore,3
C60-B,303,"Maria, vogliamo amarti",3
C60-B,2083,Anima Christi,3
C60-B,2094,"Canoni - Adoramus Te, Domine",3
C60-B,1785,Pane di vita,3
C60-B,1396,Rimanete in me,3
C60-B,163,Dov’è carità e amore,3
C60-B,134,Come fuoco vivo,3
C60-B,2638,Dall'eternità,3
C60-B,1763,Ho abbandonato,3
C61-B,201,Frutto della nostra terra,51
C61-B,423,Servo per amore,27
C61-B,1416,Ecco quel che abbiamo,26
C61-B,414,Se m’accogli,22
C61-B,1898,Chiamati per nome,18
C61-B,355,Pane del cielo,17
C61-B,1352,Abbracciami,17
C61-B,1478,Servire è regnare,16
C61-B,150,Dall’aurora al tramonto,15
C61-B,221,I cieli narrano,14
C61-B,361,Popoli tutti acclamate,14
C61-B,1785,Pane di vita,13
C61-B,434,Sono qui a lodarti (luce del mondo),12
C61-B,2229,Chiamati per nome v2,12
C61-B,83,Benedici o Signore,12
C61-B,500,Pane di vita nuova,12
C61-B,331,O Maestro (San Francesco),12
C61-B,1780,Vocazione,11
C61-B,451,"Te, al centro del mio cuore",11
C61-B,200,Fratello Sole e Sorella Luna,11
C61-B,134,Come fuoco vivo,11
C61-B,231,Il Pane del Cammino,10
C61-B,137,Come Tu mi vuoi,10
C61-B,2399,Nelle tue mani,10
C61-B,503,Lode al Nome Tuo,9
C61-B,453,Ti esalto Dio mio Re,9
C61-B,224,Il canto dell’amore,9
C61-B,4,Acclamate al Signore,8
C61-B,1412,Invochiamo la Tua Presenza,8
C61-B,486,Vieni e seguimi,8
C61-B,217,Grandi cose,8
C61-B,82,Benedici il Signore,8
C61-B,5,Accogli i nostri doni,8
C61-B,57,"Antica, eterna danza",8
C61-B,206,Giovane donna,8
C61-B,42,Alto e Glorioso Dio,7
C61-B,14,Alla Tua presenza,7
C61-B,371,Quale gioia (è star con Te),7
C61-B,321,Noi canteremo gloria a Te,7
C61-B,81,Benedetto Tu Signore,7
C61-B,1396,Rimanete in me,7
C61-B,260,Jesus Christ you are my life,7
C61-B,179,E sono solo un uomo,7
C61-B,443,Su ali d’aquila,7
C61-B,325,Noi veniamo a Te,6
C61-B,2323,Risplendi Gerusalemme,6
C61-B,1561,Adoro Te,6
C61-B,1545,Acclamate al Signore,6
C61-B,2060,Dove la carità è vera,6
C61-B,1379,Tutto è Possibile (Nuovi Orizzonti),6
C61-B,185,Eccomi,5
C61-B,2015,Chiesa di Dio,5
C61-B,1987,Canto dei tre giovani,5
C61-B,282,Lo Spirito del Signore,5
C61-B,466,Tu sei,5
C61-B,2277,Olio di Letizia,5
C61-B,88,Camminerò,5
C61-B,1748,Benedetto Signore (Cerco solo Te),5
C61-B,419,Segni del tuo amore,5
C61-B,1665,Il nostro cuore offriamo a te,5
C61-B,1715,Trasformi in Gesù,5
C61-B,220,Guarda questa offerta,5
C61-B,163,Dov’è carità e amore,5
C61-B,1675,Symbolum ‘77,5
C61-B,278,"Laudato sii, o mi Signore",5
C61-B,1613,Come un prodigio,5
C61-B,2256,Oceani (dove i miei piedi possono fallire),5
C61-B,378,Re di gloria,5
C61-B,380,Resta Accanto a me,5
C61-B,394,Santa Maria del cammino,5
C61-B,225,Il canto della creazione,4
C61-B,1961,Facciamo festa,4
C61-B,1607,Cantate al Signore,4
C61-B,1473,Chi?,4
C61-B,2449,Al Signore canterò,4
C61-B,1817,Venite applaudiamo al Signore  (Salmo 94),4
C61-B,73,Beati quelli che ascoltano,4
C61-B,492,Vivere la vita,4
C61-B,236,Il Signore è la mia salvezza,4
C61-B,1682,Benedetto sei Tu,4
C61-B,1884,Benedetto sei Tu Signore ,4
C61-B,1602,Accetta o Padre,4
C61-B,6,Accogli Signore i nostri doni,4
C61-B,1667,Cosa Offrirti,4
C61-B,136,Come Maria,4
C61-B,478,Verbum Panis,4
C61-B,1917,"Vieni, santo spirito di Dio",3
C61-B,1681,Gesù mio buon pastore,3
C61-B,1551,Cantiamo con gioia,3
C61-B,1811,Vieni dal Libano,3
C61-B,337,Ogni mia parola,3
C61-B,1891,Alleluia Cristo è risorto veramente,3
C61-B,27,"Alleluia, cantate al Signore",3
C61-B,2260,Fammi conoscere,3
C61-B,1638,Ad una voce,3
C61-B,1856,Canoni - Ubi Caritas,3
C61-B,1900,Davanti a Te,3
C61-B,1542,Ecco quel che abbiamo (v2),3
C61-B,1979,Alla tua mensa,3
C61-B,76,Beatitudine (La preghiera di Gesù è la nostra),3
C61-B,447,Symbolum ‘80 (Ma la tua Parola),3
C61-B,303,"Maria, vogliamo amarti",3
C61-B,1958,Resto con te,3
C61-B,1619,Come ti ama Dio,3
C61-B,1792,Resta con noi,3
C61-B,382,Resta qui con noi,3
C61-B,347,"Pace sia, pace a voi",3
C62-B,1898,Chiamati per nome,34
C62-B,201,Frutto della nostra terra,34
C62-B,423,Servo per amore,26
C62-B,200,Fratello Sole e Sorella Luna,25
C62-B,1416,Ecco quel che abbiamo,24
C62-B,1575,Dio è amore,19
C62-B,137,Come Tu mi vuoi,19
C62-B,361,Popoli tutti acclamate,17
C62-B,376,Questo è il mio comandamento,17
C62-B,206,Giovane donna,17
C62-B,224,Il canto dell’amore,16
C62-B,355,Pane del cielo,15
C62-B,434,Sono qui a lodarti (luce del mondo),14
C62-B,414,Se m’accogli,14
C62-B,278,"Laudato sii, o mi Signore",14
C62-B,83,Benedici o Signore,12
C62-B,48,Amatevi fratelli,12
C62-B,1793,Canzone di Maria chiara (Se non ritornerete),12
C62-B,4,Acclamate al Signore,11
C62-B,150,Dall’aurora al tramonto,11
C62-B,42,Alto e Glorioso Dio,11
C62-B,136,Come Maria,11
C62-B,168,E' bello lodarti,10
C62-B,117,Cantiamo Te,10
C62-B,1561,Adoro Te,10
C62-B,419,Segni del tuo amore,10
C62-B,378,Re di gloria,10
C62-B,394,Santa Maria del cammino,10
C62-B,1961,Facciamo festa,9
C62-B,221,I cieli narrano,9
C62-B,1542,Ecco quel che abbiamo (v2),9
C62-B,1352,Abbracciami,9
C62-B,179,E sono solo un uomo,9
C62-B,1619,Come ti ama Dio,9
C62-B,1780,Vocazione,8
C62-B,126,Chi ci separerà,8
C62-B,1635,Accogli nella tua bontà,8
C62-B,6,Accogli Signore i nostri doni,8
C62-B,500,Pane di vita nuova,8
C62-B,451,"Te, al centro del mio cuore",8
C62-B,260,Jesus Christ you are my life,8
C62-B,152,Davanti a questo amore,8
C62-B,331,O Maestro (San Francesco),8
C62-B,327,Nostalgia d’una sorgente,7
C62-B,492,Vivere la vita,7
C62-B,486,Vieni e seguimi,7
C62-B,1667,Cosa Offrirti,7
C62-B,1478,Servire è regnare,7
C62-B,2174,Quelli che amano te,7
C62-B,5,Accogli i nostri doni,7
C62-B,1600,Fratello Sole e Sorella Luna (semplificata),7
C62-B,1396,Rimanete in me,7
C62-B,303,"Maria, vogliamo amarti",7
C62-B,443,Su ali d’aquila,7
C62-B,1412,Invochiamo la Tua Presenza,6
C62-B,413,Se il Signore non costruisce la città,6
C62-B,503,Lode al Nome Tuo,6
C62-B,371,Quale gioia (è star con Te),6
C62-B,1715,Trasformi in Gesù,6
C62-B,1665,Il nostro cuore offriamo a te,6
C62-B,57,"Antica, eterna danza",6
C62-B,1958,Resto con te,6
C62-B,393,San Damiano,6
C62-B,1785,Pane di vita,6
C62-B,133,Come è grande,6
C62-B,134,Come fuoco vivo,6
C62-B,1817,Venite applaudiamo al Signore  (Salmo 94),5
C62-B,231,Il Pane del Cammino,5
C62-B,217,Grandi cose,5
C62-B,1662,Creati per te,5
C62-B,88,Camminerò,5
C62-B,2513,Dove troveremo tutto il pane,5
C62-B,2152,Gustate e vedete,5
C62-B,163,Dov’è carità e amore,5
C62-B,76,Beatitudine (La preghiera di Gesù è la nostra),5
C62-B,302,"Maria, tu che hai atteso",5
C62-B,1981,Cielo nuovo,4
C62-B,337,Ogni mia parola,4
C62-B,1816,Figlia di Sion,4
C62-B,2015,Chiesa di Dio,4
C62-B,1607,Cantate al Signore,4
C62-B,2050,"Alleluja, lodate il Signore",4
C62-B,1545,Acclamate al Signore,4
C62-B,226,Il disegno,4
C62-B,466,Tu sei,4
C62-B,2277,Olio di Letizia,4
C62-B,1986,Cristo speranza delle genti,4
C62-B,370,Quale gioia,4
C62-B,236,Il Signore è la mia salvezza,4
C62-B,1884,Benedetto sei Tu Signore ,4
C62-B,220,Guarda questa offerta,4
C62-B,1856,Canoni - Ubi Caritas,4
C62-B,478,Verbum Panis,4
C62-B,1675,Symbolum ‘77,4
C62-B,462,Ti seguirò,4
C62-B,2060,Dove la carità è vera,4
C62-B,382,Resta qui con noi,4
C62-B,2134,Dolce sentire (Fratello sole e sorella luna),4
C62-B,1919,Festa con Te,3
C62-B,2413,Al tuo santo altar,3
C62-B,2229,Chiamati per nome v2,3
C62-B,325,Noi veniamo a Te,3
C62-B,2100,Salve dolce Vergine,3
C62-B,1998,Celebra il Signore Terra tutta,3
C62-B,1638,Ad una voce,3
C62-B,1978,In Eterno Canterò,3
C62-B,1900,Davanti a Te,3
C62-B,2012,Ti offriamo Signore,3
C62-B,297,Magnificat ’86,3
C62-B,1934,Altissimo,3
C62-B,2083,Anima Christi,3
C62-B,447,Symbolum ‘80 (Ma la tua Parola),3
C62-B,2096,Canoni - Dona la pace,3
C62-B,1800,Ti ringrazio mio Signore,3
C62-B,1379,Tutto è Possibile (Nuovi Orizzonti),3
C62-B,2062,Canoni - Il Signore è la mia forza,3
C62-B,205,Gioisci Figlia di Sion,3
C62-B,2147,Danza la vita,3
C62-B,2434,Nome dolcissimo,3
C63-B,486,Vieni e seguimi,69
C63-B,201,Frutto della nostra terra,56
C63-B,423,Servo per amore,36
C63-B,1898,Chiamati per nome,30
C63-B,361,Popoli tutti acclamate,23
C63-B,1416,Ecco quel che abbiamo,18
C63-B,137,Come Tu mi vuoi,18
C63-B,434,Sono qui a lodarti (luce del mondo),17
C63-B,1478,Servire è regnare,17
C63-B,5,Accogli i nostri doni,16
C63-B,185,Eccomi,15
C63-B,419,Segni del tuo amore,15
C63-B,1352,Abbracciami,15
C63-B,2229,Chiamati per nome v2,14
C63-B,4,Acclamate al Signore,13
C63-B,1780,Vocazione,13
C63-B,136,Come Maria,13
C63-B,443,Su ali d’aquila,13
C63-B,1745,Beati voi,12
C63-B,1412,Invochiamo la Tua Presenza,11
C63-B,6,Accogli Signore i nostri doni,11
C63-B,478,Verbum Panis,11
C63-B,150,Dall’aurora al tramonto,10
C63-B,321,Noi canteremo gloria a Te,9
C63-B,370,Quale gioia,9
C63-B,355,Pane del cielo,9
C63-B,117,Cantiamo Te,8
C63-B,221,I cieli narrano,8
C63-B,1561,Adoro Te,8
C63-B,220,Guarda questa offerta,8
C63-B,224,Il canto dell’amore,8
C63-B,462,Ti seguirò,8
C63-B,1987,Canto dei tre giovani,7
C63-B,231,Il Pane del Cammino,7
C63-B,453,Ti esalto Dio mio Re,7
C63-B,1662,Creati per te,7
C63-B,1635,Accogli nella tua bontà,7
C63-B,500,Pane di vita nuova,7
C63-B,260,Jesus Christ you are my life,7
C63-B,1379,Tutto è Possibile (Nuovi Orizzonti),7
C63-B,27,"Alleluia, cantate al Signore",6
C63-B,457,Ti offriamo,6
C63-B,1667,Cosa Offrirti,6
C63-B,1756,Mi alma canta,6
C63-B,347,"Pace sia, pace a voi",6
C63-B,168,E' bello lodarti,5
C63-B,42,Alto e Glorioso Dio,5
C63-B,1545,Acclamate al Signore,5
C63-B,466,Tu sei,5
C63-B,2113,Con gioia veniamo a Te,5
C63-B,236,Il Signore è la mia salvezza,5
C63-B,83,Benedici o Signore,5
C63-B,1900,Davanti a Te,5
C63-B,2174,Quelli che amano te,5
C63-B,1542,Ecco quel che abbiamo (v2),5
C63-B,1822,Il seme del tuo campo,5
C63-B,298,Mani,5
C63-B,1675,Symbolum ‘77,5
C63-B,1664,Vero cibo è il tuo corpo,5
C63-B,451,"Te, al centro del mio cuore",5
C63-B,1958,Resto con te,5
C63-B,200,Fratello Sole e Sorella Luna,5
C63-B,179,E sono solo un uomo,5
C63-B,331,O Maestro (San Francesco),5
C63-B,503,Lode al Nome Tuo,4
C63-B,44,Alzati e risplendi,4
C63-B,81,Benedetto Tu Signore,4
C63-B,279,Le mani alzate,4
C63-B,1682,Benedetto sei Tu,4
C63-B,2513,Dove troveremo tutto il pane,4
C63-B,1979,Alla tua mensa,4
C63-B,278,"Laudato sii, o mi Signore",4
C63-B,1785,Pane di vita,4
C63-B,1613,Come un prodigio,4
C63-B,1600,Fratello Sole e Sorella Luna (semplificata),4
C63-B,1619,Come ti ama Dio,4
C63-B,382,Resta qui con noi,4
C63-B,282,Lo Spirito del Signore,3
C63-B,1,Abbà Misericordia,3
C63-B,8,Acqua siamo noi,3
C63-B,325,Noi veniamo a Te,3
C63-B,1919,Festa con Te,3
C63-B,2642,Volgete gli occhi ,3
C63-B,1946,Aprite le porte a Cristo,3
C63-B,1567,Apri i miei occhi Signore,3
C63-B,126,Chi ci separerà,3
C63-B,217,Grandi cose,3
C63-B,1748,Benedetto Signore (Cerco solo Te),3
C63-B,88,Camminerò,3
C63-B,1665,Il nostro cuore offriamo a te,3
C63-B,322,Noi con Te,3
C63-B,415,Se qualcuno ha dei beni,3
C63-B,2152,Gustate e vedete,3
C63-B,144,Credo in Te,3
C63-B,2060,Dove la carità è vera,3
C63-B,2286,Chiesa del Risorto,3
C63-B,467,Lodi all'altissimo (Tu sei Santo),3
C63-B,234,Il Signore è il mio pastore,3
C63-B,116,Canterò per Te,3
C63-B,2723,Dio ha tanto amato il mondo,3
C63-B,378,Re di gloria,3
C63-B,52,Andate per le strade,3
C63-B,206,Giovane donna,3
C63-B,2169,"Cantate al Signore, alleluia",3
C64-B,423,Servo per amore,51
C64-B,1478,Servire è regnare,41
C64-B,1898,Chiamati per nome,30
C64-B,150,Dall’aurora al tramonto,17
C64-B,361,Popoli tutti acclamate,17
C64-B,1416,Ecco quel che abbiamo,12
C64-B,1352,Abbracciami,12
C64-B,137,Come Tu mi vuoi,12
C64-B,1412,Invochiamo la Tua Presenza,10
C64-B,236,Il Signore è la mia salvezza,10
C64-B,5,Accogli i nostri doni,10
C64-B,224,Il canto dell’amore,10
C64-B,185,Eccomi,9
C64-B,434,Sono qui a lodarti (luce del mondo),9
C64-B,1667,Cosa Offrirti,9
C64-B,201,Frutto della nostra terra,9
C64-B,1675,Symbolum ‘77,9
C64-B,217,Grandi cose,8
C64-B,6,Accogli Signore i nostri doni,8
C64-B,2015,Chiesa di Dio,7
C64-B,414,Se m’accogli,7
C64-B,231,Il Pane del Cammino,7
C64-B,1561,Adoro Te,7
C64-B,1780,Vocazione,7
C64-B,370,Quale gioia,7
C64-B,1665,Il nostro cuore offriamo a te,7
C64-B,1542,Ecco quel che abbiamo (v2),7
C64-B,116,Canterò per Te,7
C64-B,134,Come fuoco vivo,7
C64-B,443,Su ali d’aquila,7
C64-B,492,Vivere la vita,6
C64-B,1748,Benedetto Signore (Cerco solo Te),6
C64-B,462,Ti seguirò,6
C64-B,378,Re di gloria,6
C64-B,117,Cantiamo Te,5
C64-B,4,Acclamate al Signore,5
C64-B,1575,Dio è amore,5
C64-B,221,I cieli narrano,5
C64-B,57,"Antica, eterna danza",5
C64-B,419,Segni del tuo amore,5
C64-B,83,Benedici o Signore,5
C64-B,451,"Te, al centro del mio cuore",5
C64-B,1613,Come un prodigio,5
C64-B,130,Col Tuo amor,5
C64-B,1587,La mia preghiera elevo a Te,4
C64-B,325,Noi veniamo a Te,4
C64-B,2229,Chiamati per nome v2,4
C64-B,126,Chi ci separerà,4
C64-B,371,Quale gioia (è star con Te),4
C64-B,1745,Beati voi,4
C64-B,188,Emmanuel,4
C64-B,220,Guarda questa offerta,4
